,label,A,B
155,2,1,1
156,2,1,1
157,1,0,0
158,0,0,0
159,1,0,0
160,2,1,1
161,2,1,1
162,1,0,0
163,0,0,0
164,2,1,1
165,1,0,0
166,0,0,0
167,2,1,1
168,1,0,0
169,0,0,0
170,2,1,1
171,0,0,0
172,1,0,0
173,0,0,0
174,2,1,1
175,1,0,0
176,1,0,0
177,2,1,1
178,0,0,0
179,0,0,0
180,2,1,1
181,1,0,0
182,0,0,0
183,1,0,0
184,2,1,1
185,0,0,0
186,2,1,1
187,1,0,0
188,0,0,0
189,2,1,1
190,1,0,0
191,1,0,0
192,2,1,1
193,0,0,0
194,0,0,0
195,1,0,0
196,2,1,1
197,0,0,0
198,1,0,0
199,0,0,0
200,2,1,1
201,0,0,0
202,0,0,0
203,1,0,0
204,2,1,1
205,0,0,0
206,1,0,0
207,2,1,1
208,0,0,0
209,2,1,1
210,1,0,0
211,0,0,0
212,2,1,1
213,2,1,1
214,0,0,0
215,2,1,1
216,1,0,0
217,2,1,1
218,2,1,1
219,1,0,0
220,2,1,1
221,0,0,0
222,1,0,0
223,2,1,1
224,0,0,0
225,0,0,0
226,2,1,1
227,1,0,0
228,1,0,0
229,2,1,1
230,0,0,0
231,0,0,0
232,1,0,0
233,0,0,0
234,2,1,1
235,2,1,1
236,0,0,0
237,0,0,0
238,1,0,0
239,2,1,1
240,2,1,1
241,0,0,0
242,1,0,0
243,0,0,0
244,1,0,0
245,2,1,1
246,1,0,0
247,1,0,0
248,0,0,0
249,2,1,1
250,0,0,0
251,1,0,0
252,0,0,0
253,2,1,1
254,2,1,1
255,0,0,0
256,2,1,1
257,1,0,0
258,2,1,1
259,1,0,0
260,0,0,0
261,1,0,0
262,1,0,0
263,0,0,0
264,2,1,1
265,0,0,0
266,1,0,0
267,1,0,0
268,0,0,0
269,1,0,0
270,0,0,0
271,1,0,0
272,2,1,1
273,2,1,1
274,1,0,0
275,0,0,0
276,1,0,0
277,2,1,1
278,0,0,0
279,2,1,1
280,0,0,0
281,2,1,1
282,1,0,0
283,0,0,0
284,1,0,0
285,0,0,0
286,2,1,1
287,1,0,0
288,2,1,1
289,0,0,0
290,1,0,0
291,0,0,0
292,2,1,1
293,1,0,0
294,2,1,1
295,0,0,0
296,1,0,0
297,2,1,1
298,0,0,0
299,0,0,0
300,1,0,0
301,0,0,0
302,2,1,1
303,1,0,0
304,0,0,0
305,0,0,0
306,2,1,1
307,1,0,0
308,2,1,1
309,0,0,0
310,1,0,0
311,2,1,1
312,0,0,0
313,1,0,0
314,1,0,0
315,0,0,0
316,2,1,1
317,2,1,1
318,0,0,0
319,1,0,0
320,1,0,0
321,2,1,1
322,0,0,0
323,1,0,0
324,2,1,1
325,0,0,0
326,2,1,1
327,1,0,0
328,0,0,0
329,2,1,1
330,1,0,0
331,0,0,0
332,2,1,1
333,2,1,1
334,1,0,0
335,0,0,0
336,2,1,1
337,2,1,1
338,1,0,0
339,0,0,0
340,2,1,1
341,1,0,0
342,0,0,0
343,1,0,0
344,0,0,0
345,2,1,1
346,1,0,0
347,2,1,1
348,0,0,0
349,1,0,0
350,1,0,0
351,0,0,0
352,0,0,0
353,1,0,0
354,1,0,0
355,1,0,0
356,2,1,1
357,2,1,1
358,2,1,1
359,0,0,0
360,2,1,1
361,1,0,0
362,2,1,1
363,0,0,0
364,1,0,0
365,2,1,1
366,0,0,0
367,0,0,0
368,0,0,0
369,2,1,1
370,1,0,0
371,1,0,0
372,0,0,0
373,2,1,1
374,2,1,1
375,1,0,0
376,0,0,0
377,2,1,1
378,1,0,0
379,0,0,0
380,0,0,0
381,2,1,1
382,1,0,0
383,1,0,0
384,2,1,1
385,0,0,0
386,0,0,0
387,2,1,1
388,1,0,0
389,0,0,0
390,2,1,1
391,1,0,0
392,1,0,0
393,0,0,0
394,2,1,1
395,0,0,0
396,2,1,1
397,1,0,0
398,0,0,0
399,2,1,1
400,1,0,0
401,2,1,1
402,0,0,0
403,1,0,0
404,1,0,0
405,0,0,0
406,2,1,1
407,0,0,0
408,2,1,1
409,1,0,0
410,0,0,0
411,1,0,0
412,2,1,1
413,0,0,0
414,1,0,0
415,2,1,1
416,1,0,0
417,0,0,0
418,2,1,1
419,1,0,0
420,0,0,0
421,2,1,1
422,2,1,1
423,0,0,0
424,1,0,0
425,0,0,0
426,1,0,0
427,1,0,0
428,0,0,0
429,1,0,0
430,0,0,0
431,2,1,1
432,1,0,0
433,2,1,1
434,0,0,0
435,1,0,0
436,0,0,0
437,2,1,1
438,2,1,1
439,0,0,0
440,1,0,0
441,0,0,0
442,2,1,1
443,1,0,0
444,1,0,0
445,0,0,0
446,0,0,0
447,1,0,0
448,2,1,1
449,0,0,0
450,1,0,0
451,2,1,1
452,1,0,0
453,0,0,0
454,2,1,1
455,1,0,0
456,1,0,0
457,0,0,0
458,0,0,0
459,2,1,1
460,1,0,0
461,2,1,1
462,1,0,0
463,0,0,0
464,0,0,0
465,1,0,0
466,2,1,1
467,2,1,1
468,0,0,0
469,1,0,0
470,1,0,0
471,0,0,0
472,1,0,0
473,0,0,0
474,1,0,0
475,2,1,1
476,1,0,0
477,2,1,1
478,0,0,0
479,0,0,0
480,1,0,0
481,1,0,0
482,0,0,0
483,2,1,1
484,1,0,0
485,2,1,1
486,1,0,0
487,0,0,0
488,1,0,0
489,0,0,0
490,2,1,1
491,0,0,0
492,2,1,1
493,1,0,0
494,1,0,0
495,2,1,1
496,0,0,0
497,0,0,0
498,1,0,0
499,1,0,0
500,0,0,0
501,1,0,0
502,2,1,1
503,0,0,0
504,2,1,1
505,1,0,0
506,0,0,0
507,1,0,0
508,2,1,1
509,0,0,0
510,2,1,1
511,1,0,0
512,2,1,1
513,2,1,1
514,1,0,0
515,1,0,0
516,2,1,1
517,0,0,0
518,1,0,0
519,2,1,1
520,0,0,0
521,1,0,0
522,2,1,1
523,0,0,0
524,2,1,1
525,1,0,0
526,1,0,0
527,0,0,0
528,2,1,1
529,1,0,0
530,0,0,0
531,2,1,1
532,1,0,0
533,0,0,0
534,2,1,1
535,1,0,0
536,2,1,1
537,0,0,0
538,0,0,0
539,2,1,1
540,1,0,0
541,2,1,1
542,1,0,0
543,0,0,0
544,2,1,1
545,0,0,0
546,1,0,0
547,1,0,0
548,0,0,0
549,2,1,1
550,2,1,1
551,2,1,1
552,0,0,0
553,0,0,0
554,2,1,1
555,1,0,0
556,1,0,0
557,2,1,1
558,0,0,0
559,1,0,0
560,2,1,1
561,0,0,0
562,2,1,1
563,1,0,0
564,0,0,0
565,1,0,0
566,2,1,1
567,0,0,0
568,0,0,0
569,2,1,1
570,1,0,0
571,1,0,0
572,0,0,0
573,1,0,0
574,1,0,0
575,0,0,0
576,2,1,1
577,1,0,0
578,0,0,0
579,2,1,1
580,2,1,1
581,0,0,0
582,1,0,0
583,2,1,1
584,0,0,0
585,1,0,0
586,0,0,0
587,2,1,1
588,1,0,0
589,0,0,0
590,2,1,1
591,1,0,0
592,2,1,1
593,0,0,0
594,1,0,0
595,2,1,1
596,0,0,0
597,1,0,0
598,2,1,1
599,1,0,0
600,0,0,0
601,0,0,0
602,1,0,0
603,2,1,1
604,2,1,1
605,1,0,0
606,0,0,0
607,0,0,0
608,2,1,1
609,1,0,0
610,1,0,0
611,0,0,0
612,2,1,1
613,1,0,0
614,0,0,0
615,2,1,1
616,2,1,1
617,1,0,0
618,2,1,1
619,0,0,0
620,1,0,0
621,2,1,1
622,0,0,0
623,2,1,1
624,2,1,1
625,2,1,1
626,0,0,0
627,2,1,1
628,2,1,1
629,1,0,0
630,0,0,0
631,2,1,1
632,1,0,0
633,2,1,1
634,0,0,0
635,2,1,1
636,1,0,0
637,0,0,0
638,1,0,0
639,0,0,0
640,2,1,1
641,1,0,0
642,2,1,1
643,0,0,0
644,1,0,0
645,0,0,0
646,2,1,1
647,2,1,1
648,1,0,0
649,0,0,0
650,0,0,0
651,2,1,1
652,1,0,0
653,1,0,0
654,2,1,1
655,0,0,0
656,1,0,0
657,0,0,0
658,2,1,1
659,2,1,1
660,1,0,0
661,0,0,0
662,1,0,0
663,0,0,0
664,2,1,1
665,1,0,0
666,0,0,0
667,2,1,1
668,1,0,0
669,0,0,0
670,2,1,1
671,2,1,1
672,1,0,0
673,0,0,0
674,1,0,0
675,2,1,1
676,1,0,0
677,1,0,0
678,0,0,0
679,2,1,1
680,1,0,0
681,2,1,1
682,0,0,0
683,1,0,0
684,0,0,0
685,2,1,1
686,1,0,0
687,0,0,0
688,2,1,1
689,1,0,0
690,0,0,0
691,0,0,0
692,1,0,0
693,0,0,0
694,2,1,1
695,1,0,0
696,0,0,0
697,2,1,1
698,0,0,0
699,2,1,1
700,1,0,0
701,1,0,0
702,2,1,1
703,0,0,0
704,2,1,1
705,2,1,1
706,0,0,0
707,2,1,1
708,0,0,0
709,2,1,1
710,1,0,0
711,2,1,1
712,0,0,0
713,1,0,0
714,2,1,1
715,0,0,0
716,0,0,0
717,1,0,0
718,1,0,0
719,0,0,0
720,0,0,0
721,1,0,0
722,2,1,1
723,2,1,1
724,0,0,0
725,1,0,0
726,2,1,1
727,0,0,0
728,0,0,0
729,1,0,0
730,2,1,1
731,1,0,0
732,0,0,0
733,2,1,1
734,0,0,0
735,1,0,0
736,2,1,1
737,2,1,1
738,0,0,0
739,1,0,0
740,0,0,0
741,2,1,1
742,1,0,0
743,1,0,0
744,2,1,1
745,0,0,0
746,2,1,1
747,2,1,1
748,1,0,0
749,2,1,1
750,1,0,0
751,0,0,0
752,1,0,0
753,0,0,0
754,1,0,0
755,1,0,0
756,2,1,1
757,0,0,0
758,2,1,1
759,1,0,0
760,0,0,0
761,2,1,1
762,0,0,0
763,1,0,0
764,0,0,0
765,2,1,1
766,2,1,1
767,1,0,0
768,1,0,0
769,0,0,0
770,0,0,0
771,2,1,1
772,1,0,0
773,1,0,0
774,0,0,0
775,1,0,0
776,2,1,1
777,1,0,0
778,0,0,0
779,2,1,1
780,0,0,0
781,2,1,1
782,0,0,0
783,1,0,0
784,2,1,1
785,0,0,0
786,2,1,1
787,1,0,0
788,0,0,0
789,1,0,0
790,1,0,0
791,0,0,0
792,1,0,0
793,2,1,1
794,0,0,0
795,2,1,1
796,1,0,0
797,0,0,0
798,1,0,0
799,2,1,1
800,2,1,1
801,0,0,0
802,1,0,0
803,1,0,0
804,2,1,1
805,0,0,0
806,1,0,0
807,2,1,1
808,0,0,0
809,2,1,1
810,0,0,0
811,1,0,0
812,2,1,1
813,1,0,0
814,0,0,0
815,0,0,0
816,2,1,1
817,1,0,0
818,0,0,0
819,2,1,1
820,1,0,0
821,2,1,1
822,0,0,0
823,1,0,0
824,0,0,0
825,1,0,0
826,2,1,1
827,2,1,1
828,1,0,0
829,0,0,0
830,2,1,1
831,0,0,0
832,1,0,0
833,2,1,1
834,0,0,0
835,1,0,0
836,1,0,0
837,2,1,1
838,0,0,0
839,0,0,0
840,2,1,1
841,1,0,0
842,0,0,0
843,2,1,1
844,1,0,0
845,0,0,0
846,2,1,1
847,2,1,1
848,1,0,0
849,0,0,0
850,2,1,1
851,0,0,0
852,1,0,0
853,2,1,1
854,2,1,1
855,0,0,0
856,1,0,0
857,2,1,1
858,1,0,0
859,2,1,1
860,2,1,1
861,0,0,0
862,1,0,0
863,1,0,0
864,0,0,0
865,1,0,0
866,2,1,1
867,0,0,0
868,1,0,0
869,0,0,0
870,2,1,1
871,1,0,0
872,2,1,1
873,0,0,0
874,1,0,0
875,0,0,0
876,2,1,1
877,2,1,1
878,0,0,0
879,1,0,0
880,1,0,0
881,2,1,1
882,0,0,0
883,2,1,1
884,0,0,0
885,1,0,0
886,1,0,0
887,2,1,1
888,0,0,0
889,0,0,0
890,1,0,0
891,2,1,1
892,2,1,1
893,1,0,0
894,0,0,0
895,0,0,0
896,2,1,1
897,1,0,0
898,0,0,0
899,2,1,1
900,1,0,0
901,1,0,0
902,2,1,1
903,2,1,1
904,1,0,0
905,2,1,1
906,0,0,0
907,0,0,0
908,2,1,1
909,1,0,0
910,0,0,0
911,2,1,1
912,2,1,1
913,1,0,0
914,0,0,0
915,2,1,1
916,2,1,1
917,1,0,0
918,0,0,0
919,1,0,0
920,2,1,1
921,0,0,0
922,0,0,0
923,1,0,0
924,2,1,1
925,0,0,0
926,1,0,0
927,2,1,1
928,0,0,0
929,2,1,1
930,1,0,0
931,0,0,0
932,2,1,1
933,1,0,0
934,1,0,0
935,0,0,0
936,2,1,1
937,2,1,1
938,0,0,0
939,1,0,0
940,2,1,1
941,1,0,0
942,0,0,0
943,1,0,0
944,2,1,1
945,0,0,0
946,2,1,1
947,1,0,0
948,0,0,0
949,0,0,0
950,2,1,1
951,0,0,0
952,2,1,1
953,1,0,0
954,1,0,0
955,2,1,1
956,0,0,0
957,1,0,0
958,0,0,0
959,0,0,0
960,0,0,0
961,2,1,1
962,1,0,0
963,1,0,0
964,0,0,0
965,2,1,1
966,2,1,1
967,2,1,1
968,0,0,0
969,1,0,0
970,2,1,1
971,0,0,0
972,1,0,0
973,0,0,0
974,2,1,1
975,1,0,0
976,0,0,0
977,1,0,0
978,2,1,1
979,0,0,0
980,2,1,1
981,0,0,0
982,1,0,0
983,2,1,1
984,0,0,0
985,2,1,1
986,0,0,0
987,1,0,0
988,0,0,0
989,1,0,0
990,0,0,0
991,2,1,1
992,1,0,0
993,2,1,1
994,1,0,0
995,0,0,0
996,0,0,0
997,1,0,0
998,2,1,1
999,2,1,1
1000,2,1,1
1001,2,1,1
1002,0,0,0
1003,1,0,0
1004,2,1,1
1005,2,1,1
1006,1,0,0
1007,0,0,0
1008,0,0,0
1009,2,1,1
1010,1,0,0
1011,1,0,0
1012,2,1,1
1013,0,0,0
1014,0,0,0
1015,1,0,0
1016,2,1,1
1017,2,1,1
1018,0,0,0
1019,1,0,0
1020,1,0,0
1021,0,0,0
1022,2,1,1
1023,1,0,0
1024,0,0,0
1025,2,1,1
1026,0,0,0
1027,1,0,0
1028,2,1,1
1029,0,0,0
1030,2,1,1
1031,1,0,0
1032,2,1,1
1033,1,0,0
1034,0,0,0
1035,1,0,0
1036,0,0,0
1037,2,1,1
1038,0,0,0
1039,2,1,1
1040,1,0,0
1041,1,0,0
1042,0,0,0
1043,2,1,1
1044,2,1,1
1045,2,1,1
1046,1,0,0
1047,2,1,1
1048,2,1,1
1049,2,1,1
1050,0,0,0
1051,1,0,0
1052,2,1,1
1053,1,0,0
1054,2,1,1
1055,0,0,0
1056,1,0,0
1057,2,1,1
1058,0,0,0
1059,2,1,1
1060,1,0,0
1061,2,1,1
1062,1,0,0
1063,0,0,0
1064,1,0,0
1065,1,0,0
1066,0,0,0
1067,2,1,1
1068,1,0,0
1069,1,0,0
1070,0,0,0
1071,2,1,1
1072,1,0,0
1073,0,0,0
1074,2,1,1
1075,2,1,1
1076,0,0,0
1077,1,0,0
1078,2,1,1
1079,0,0,0
1080,1,0,0
1081,2,1,1
1082,0,0,0
1083,1,0,0
1084,0,0,0
1085,1,0,0
1086,2,1,1
1087,2,1,1
1088,0,0,0
1089,1,0,0
1090,0,0,0
1091,2,1,1
1092,1,0,0
1093,2,1,1
1094,1,0,0
1095,0,0,0
1096,1,0,0
1097,2,1,1
1098,2,1,1
1099,1,0,0
1100,0,0,0
1101,0,0,0
1102,1,0,0
1103,1,0,0
1104,2,1,1
1105,2,1,1
1106,0,0,0
1107,2,1,1
1108,1,0,0
1109,0,0,0
1110,2,1,1
1111,1,0,0
1112,1,0,0
1113,0,0,0
1114,2,1,1
1115,2,1,1
1116,1,0,0
1117,0,0,0
1118,2,1,1
1119,1,0,0
1120,0,0,0
1121,2,1,1
1122,0,0,0
1123,1,0,0
1124,1,0,0
1125,0,0,0
1126,2,1,1
1127,1,0,0
1128,0,0,0
1129,0,0,0
1130,0,0,0
1131,1,0,0
1132,2,1,1
1133,0,0,0
1134,2,1,1
1135,1,0,0
1136,1,0,0
1137,0,0,0
1138,2,1,1
1139,0,0,0
1140,2,1,1
1141,1,0,0
1142,1,0,0
1143,0,0,0
1144,2,1,1
1145,0,0,0
1146,1,0,0
1147,2,1,1
1148,1,0,0
1149,0,0,0
1150,2,1,1
1151,0,0,0
1152,1,0,0
1153,2,1,1
1154,2,1,1
1155,1,0,0
1156,0,0,0
1157,0,0,0
1158,2,1,1
1159,1,0,0
1160,0,0,0
1161,1,0,0
1162,2,1,1
1163,2,1,1
1164,1,0,0
1165,0,0,0
1166,1,0,0
1167,2,1,1
1168,0,0,0
1169,2,1,1
1170,1,0,0
1171,0,0,0
1172,2,1,1
1173,0,0,0
1174,1,0,0
1175,1,0,0
1176,0,0,0
1177,2,1,1
1178,0,0,0
1179,1,0,0
1180,2,1,1
1181,1,0,0
1182,0,0,0
1183,2,1,1
1184,1,0,0
1185,2,1,1
1186,0,0,0
1187,1,0,0
1188,0,0,0
1189,2,1,1
1190,1,0,0
1191,0,0,0
1192,2,1,1
1193,2,1,1
1194,0,0,0
1195,1,0,0
1196,2,1,1
1197,1,0,0
1198,0,0,0
1199,2,1,1
1200,1,0,0
1201,0,0,0
1202,2,1,1
1203,1,0,0
1204,0,0,0
1205,0,0,0
1206,2,1,1
1207,1,0,0
1208,0,0,0
1209,1,0,0
1210,2,1,1
1211,0,0,0
1212,1,0,0
1213,2,1,1
1214,0,0,0
1215,1,0,0
1216,2,1,1
1217,1,0,0
1218,2,1,1
1219,2,1,1
1220,0,0,0
1221,2,1,1
1222,1,0,0
1223,0,0,0
1224,2,1,1
1225,1,0,0
1226,1,0,0
1227,2,1,1
1228,2,1,1
1229,0,0,0
1230,1,0,0
1231,2,1,1
1232,0,0,0
1233,2,1,1
1234,0,0,0
1235,1,0,0
1236,2,1,1
1237,1,0,0
1238,2,1,1
1239,0,0,0
1240,1,0,0
1241,0,0,0
1242,2,1,1
1243,2,1,1
1244,1,0,0
1245,0,0,0
1246,1,0,0
1247,0,0,0
1248,2,1,1
1249,1,0,0
1250,2,1,1
1251,2,1,1
1252,1,0,0
1253,0,0,0
1254,2,1,1
1255,0,0,0
1256,2,1,1
1257,1,0,0
1258,2,1,1
1259,1,0,0
1260,0,0,0
1261,1,0,0
1262,0,0,0
1263,2,1,1
1264,2,1,1
1265,1,0,0
1266,0,0,0
1267,2,1,1
1268,0,0,0
1269,0,0,0
1270,0,0,0
1271,1,0,0
1272,2,1,1
1273,1,0,0
1274,2,1,1
1275,0,0,0
1276,1,0,0
1277,0,0,0
1278,2,1,1
1279,1,0,0
1280,2,1,1
1281,0,0,0
1282,1,0,0
1283,0,0,0
1284,1,0,0
1285,0,0,0
1286,1,0,0
1287,2,1,1
1288,1,0,0
1289,2,1,1
1290,2,1,1
1291,2,1,1
1292,2,1,1
1293,2,1,1
1294,0,0,0
1295,1,0,0
1296,0,0,0
1297,2,1,1
1298,1,0,0
1299,2,1,1
1300,0,0,0
1301,1,0,0
1302,2,1,1
1303,1,0,0
1304,0,0,0
1305,2,1,1
1306,2,1,1
1307,0,0,0
1308,0,0,0
1309,1,0,0
1310,2,1,1
1311,0,0,0
1312,2,1,1
1313,2,1,1
1314,2,1,1
1315,0,0,0
1316,0,0,0
1317,2,1,1
1318,2,1,1
1319,1,0,0
1320,1,0,0
1321,0,0,0
1322,0,0,0
1323,0,0,0
1324,1,0,0
1325,1,0,0
1326,2,1,1
1327,0,0,0
1328,1,0,0
1329,0,0,0
1330,2,1,1
1331,2,1,1
1332,0,0,0
1333,2,1,1
1334,0,0,0
1335,1,0,0
1336,0,0,0
1337,1,0,0
1338,2,1,1
1339,0,0,0
1340,1,0,0
1341,2,1,1
1342,1,0,0
1343,2,1,1
1344,0,0,0
1345,2,1,1
1346,2,1,1
1347,1,0,0
1348,0,0,0
1349,1,0,0
1350,2,1,1
1351,1,0,0
1352,2,1,1
1353,0,0,0
1354,2,1,1
1355,1,0,0
1356,0,0,0
1357,0,0,0
1358,2,1,1
1359,1,0,0
1360,2,1,1
1361,1,0,0
1362,2,1,1
1363,1,0,0
1364,0,0,0
1365,0,0,0
1366,1,0,0
1367,0,0,0
1368,2,1,1
1369,1,0,0
1370,0,0,0
1371,2,1,1
1372,1,0,0
1373,2,1,1
1374,0,0,0
1375,1,0,0
1376,1,0,0
1377,0,0,0
1378,2,1,1
1379,2,1,1
1380,0,0,0
1381,1,0,0
1382,0,0,0
1383,1,0,0
1384,2,1,1
1385,0,0,0
1386,1,0,0
1387,2,1,1
1388,0,0,0
1389,1,0,0
1390,2,1,1
1391,1,0,0
1392,2,1,1
1393,0,0,0
1394,1,0,0
1395,2,1,1
1396,0,0,0
1397,1,0,0
1398,2,1,1
1399,0,0,0
1400,0,0,0
1401,2,1,1
1402,1,0,0
1403,0,0,0
1404,2,1,1
1405,1,0,0
1406,2,1,1
1407,0,0,0
1408,2,1,1
1409,0,0,0
1410,2,1,1
1411,1,0,0
1412,2,1,1
1413,0,0,0
1414,1,0,0
1415,0,0,0
1416,2,1,1
1417,1,0,0
1418,2,1,1
1419,1,0,0
1420,0,0,0
1421,0,0,0
1422,2,1,1
1423,1,0,0
1424,2,1,1
1425,1,0,0
1426,0,0,0
1427,1,0,0
1428,0,0,0
1429,2,1,1
1430,0,0,0
1431,1,0,0
1432,2,1,1
1433,1,0,0
1434,0,0,0
1435,2,1,1
1436,1,0,0
1437,2,1,1
1438,0,0,0
1439,1,0,0
1440,2,1,1
1441,0,0,0
1442,1,0,0
1443,0,0,0
1444,2,1,1
1445,1,0,0
1446,2,1,1
1447,0,0,0
1448,1,0,0
1449,0,0,0
1450,2,1,1
1451,2,1,1
1452,0,0,0
1453,1,0,0
1454,2,1,1
1455,1,0,0
1456,0,0,0
1457,0,0,0
1458,1,0,0
1459,2,1,1
1460,0,0,0
1461,2,1,1
1462,1,0,0
1463,1,0,0
1464,0,0,0
1465,2,1,1
1466,1,0,0
1467,0,0,0
1468,2,1,1
1469,2,1,1
1470,1,0,0
1471,0,0,0
1472,1,0,0
1473,0,0,0
1474,2,1,1
1475,0,0,0
1476,2,1,1
1477,1,0,0
1478,1,0,0
1479,0,0,0
1480,2,1,1
1481,2,1,1
1482,0,0,0
1483,1,0,0
1484,1,0,0
1485,1,0,0
1486,0,0,0
1487,2,1,1
1488,2,1,1
1489,0,0,0
1490,0,0,0
1491,2,1,1
1492,1,0,0
1493,1,0,0
1494,0,0,0
1495,2,1,1
1496,2,1,1
1497,0,0,0
1498,1,0,0
1499,2,1,1
1500,1,0,0
1501,0,0,0
1502,1,0,0
1503,0,0,0
1504,2,1,1
1505,2,1,1
1506,1,0,0
1507,0,0,0
1508,1,0,0
1509,0,0,0
1510,2,1,1
1511,0,0,0
1512,2,1,1
1513,1,0,0
1514,1,0,0
1515,2,1,1
1516,0,0,0
1517,1,0,0
1518,1,0,0
1519,0,0,0
1520,0,0,0
1521,1,0,0
1522,1,0,0
1523,0,0,0
1524,2,1,1
1525,2,1,1
1526,1,0,0
1527,0,0,0
1528,2,1,1
1529,1,0,0
1530,0,0,0
1531,1,0,0
1532,2,1,1
1533,2,1,1
1534,0,0,0
1535,1,0,0
1536,2,1,1
1537,0,0,0
1538,1,0,0
1539,2,1,1
1540,2,1,1
1541,0,0,0
1542,1,0,0
1543,1,0,0
1544,0,0,0
1545,2,1,1
1546,1,0,0
1547,0,0,0
1548,2,1,1
1549,2,1,1
1550,1,0,0
1551,0,0,0
1552,0,0,0
1553,1,0,0
1554,2,1,1
1555,1,0,0
1556,0,0,0
1557,2,1,1
1558,1,0,0
1559,0,0,0
1560,2,1,1
1561,2,1,1
1562,0,0,0
1563,1,0,0
1564,1,0,0
1565,2,1,1
1566,0,0,0
1567,2,1,1
1568,1,0,0
1569,0,0,0
1570,2,1,1
1571,0,0,0
1572,2,1,1
1573,0,0,0
1574,1,0,0
1575,2,1,1
1576,2,1,1
1577,2,1,1
1578,0,0,0
1579,2,1,1
1580,2,1,1
1581,0,0,0
1582,0,0,0
1583,1,0,0
1584,2,1,1
1585,0,0,0
1586,1,0,0
1587,2,1,1
1588,2,1,1
1589,1,0,0
1590,0,0,0
1591,0,0,0
1592,1,0,0
1593,1,0,0
1594,2,1,1
1595,1,0,0
1596,0,0,0
1597,2,1,1
1598,0,0,0
1599,1,0,0
1600,2,1,1
1601,1,0,0
1602,0,0,0
1603,0,0,0
1604,1,0,0
1605,2,1,1
1606,0,0,0
1607,1,0,0
1608,2,1,1
1609,2,1,1
1610,0,0,0
1611,1,0,0
1612,1,0,0
1613,0,0,0
1614,2,1,1
1615,0,0,0
1616,1,0,0
1617,2,1,1
1618,1,0,0
1619,2,1,1
1620,0,0,0
1621,0,0,0
1622,1,0,0
1623,2,1,1
1624,2,1,1
1625,1,0,0
1626,0,0,0
1627,2,1,1
1628,0,0,0
1629,1,0,0
1630,0,0,0
1631,1,0,0
1632,1,0,0
1633,2,1,1
1634,0,0,0
1635,1,0,0
1636,0,0,0
1637,1,0,0
1638,2,1,1
1639,1,0,0
1640,2,1,1
1641,0,0,0
1642,2,1,1
1643,1,0,0
1644,0,0,0
1645,1,0,0
1646,0,0,0
1647,2,1,1
1648,2,1,1
1649,0,0,0
1650,2,1,1
1651,2,1,1
1652,1,0,0
1653,0,0,0
1654,2,1,1
1655,0,0,0
1656,1,0,0
1657,2,1,1
1658,1,0,0
1659,0,0,0
1660,2,1,1
1661,0,0,0
1662,1,0,0
1663,2,1,1
1664,0,0,0
