premise,hypothesis,label
People walking around in a big city.,The people are asleep.,contradiction
Stacks of neatly folded clothing cover most of this floor while a woman with a beige shirt and jeans busily fills a suitcase.,A woman is packing for a trip.,neutral
Firemen emerge from a subway station.,Firemen walking outside,entailment
"A family with a baby, the father is wearing a save the children sign.",A man is wearing something with writing on it.,entailment
A boy is drinking out of a water fountain shaped like a woman.,A man is drinking lemonade from a glass.,contradiction
"Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.",Two adults run across the street to get away from a red shirted person chasing them.,contradiction
A mountain biker jumping a slope outdoors in a forest area.,They are avoiding trees.,entailment
An older man sits with his orange juice at a small table in a coffee shop while employees in bright colored shirts smile in the background.,An elderly man sits in a small shop.,neutral
two men serving preparing food.,Two men riding bikes.,contradiction
Two older men in coats are standing outside.,These men never wore coats.,contradiction
Two children play outside in a field.,Two children are reading at their desks.,contradiction
A couple playing with a little boy on the beach.,A couple watch a little girl play by herself on the beach.,contradiction
A woman talks to two other women and a man with notepads in an office building with large windows.,a woman in an office building talks to two other women and a man with notepads,entailment
A doctor in blue scrubs is performing an operation assisted by two men and a woman.,the boys were angry,contradiction
Bicyclists waiting at an intersection.,The bicyclists are dead.,contradiction
A driver is racing his Ford vehicle on a gravel track.,A man has parked his truck.,contradiction
"A family with a baby, the father is wearing a save the children sign.",A woman is holding a baby.,neutral
A blond woman with two children is checking out at a Walmart register.,A mother is with her two children at walmart,entailment
The school is having a special event in order to show the american culture on how other cultures are dealt with in parties.,A high school is hosting an event.,neutral
Bicyclists waiting at an intersection.,A bicyclist is sitting down having lunch at the mall.,contradiction
A doctor checks the stomach of a toddler.,The toddle might be sick.,neutral
A driver is racing his Ford vehicle on a gravel track.,A man is racing his truck.,neutral
"Two people dancing, wearing dance costumes.",The couple are dancing together.,neutral
"A couple, who appear to be Indian or Pakistani, walk on a path beside a body of water, the mother carrying a child in a diaper, the father wrapped in a blanket with the logo of the humanitarian organization ""Save the Children.""",An Indian couple is seeking refuge with a humanitarian organization.,neutral
"A little boy underwater in a pool, holding a plastic dinosaur.",The toy is waterproof.,neutral
A little boy in brown pants is playing on ropes at a park.,There is a little boy who likes the color brown.,neutral
A white horse is pulling a cart while a man stands and watches.,A horse is hauling goods.,neutral
Young woman running as two guys in the back try to catch up to her.,women has coffee with two guys,contradiction
A skier slides along a metal rail.,A skier is near the rail looking down.,neutral
A man in a bright green shirt shows a woman in a bright pink shirt something on a clipboard.,The clipboard has writting on it.,neutral
Four teenage boys are doing cannonballs into a swimming pool.,Four friends are having a competition to see who throws the most water out of a pool.,neutral
A man stopping on the sidewalk with his bike to have a smoke.,The man is lighting a cigarette.,neutral
A man with wild hair rocks a show playing a guitar center stage.,The bald man played the drums.,contradiction
A dog drops a red disc on a beach.,a dog drops a red disc,entailment
A man in a bright green shirt shows a woman in a bright pink shirt something on a clipboard.,Two people are looking at notes on an electronic tablet.,contradiction
People on bicycles waiting at an intersection.,The people are waiting for the movie to begin.,contradiction
a man in red stands with his child at the beach.,A man wearing red standing with his child as they watch others build sand castles at the beach.,neutral
A man on a street in a bright t-shirt holds some sort of tablet towards a woman in a pink t-shirt and shades.,A man and a woman are outside.,entailment
"A man in a gold foils skirt, sitting at a computer desk, looks at the camera with his hands raised to his face.",a man is looking at his webcam,entailment
The silhouette of three people in front of a wall.,The people are running down the country road.,contradiction
Exhausted looking firemen are walking.,Firemen are walking.,entailment
"A man, woman, and child enjoying themselves on a beach.",A family of three is at the mall shopping.,contradiction
Cheerleaders are on the field cheering.,There are people outdoors.,entailment
A small group of church-goers watch a choir practice.,The pastor and elders watch the choir to make sure they are good.,neutral
two men serving preparing food.,Two men serving food.,entailment
"A couple, wearing black, burgundy, and white, dance.",The woman danced alone.,contradiction
woman and child on trolley car labeled Powell and market and bay and taylor,The woman is carrying her child.,neutral
Two soccer teams are competing on a soccer field.,Two baseball teams are competing.,contradiction
People going for a long walk to the mountains.,The people are walking in a big group.,neutral
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People wait for a race to begin.,entailment
"A woman is walking across the street eating a banana, while a man is following with his briefcase.",A person that is hungry.,neutral
A young Asian man sits behind a set chessboard waiting for the other player to arrive.,A young man is on Mars.,contradiction
A woman wearing a green and pink dress is dancing with someone wearing a blue top with white pants.,The woman in green and pink is dancing.,entailment
Two people wearing blue clothing are making hand gestures next to one another.,A man is sitting with his hands in his pockets.,contradiction
A baseball player is about to throw a baseball.,A baseball player is swinging to hit the ball.,entailment
The young man is waiting with others on the sidewalk.,The girls are climbing a tree,contradiction
An average looking man is playing the guitar.,The man is playing the drums.,contradiction
Man on the sidewalk sitting on a motorcycle.,A man driving his car,contradiction
A boat worker securing line.,The boat worker is swimming in the ocean.,contradiction
People waiting at a light on bikes.,"Men and women on their motorcycles, wearing helmets and protective jackets.",neutral
"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",a man pulls his beard,contradiction
A baseball player is putting all his might in to throwing a ball.,Pitcher is winding up a throw,entailment
Man in gold pants looking at the camera.,Man looking at the camera.,entailment
"A woman wearing an apron inspects a large pot on a table filled with cups, bowls, pots and baskets of assorted size.",A woman wearing gloves is washing dishes.,contradiction
An Asian woman in a blue top and green headscarf smiling widely as another woman rows a boat in the background.,An Asian woman is running from a dog.,contradiction
A classroom of students discussing lecture.,The students are running in P.E. class.,contradiction
A white bike is tied to a street sign.,the car is parked at the sign,contradiction
A woman wearing a green and pink dress is dancing with someone wearing a blue top with white pants.,The dancing woman is alone in her bedroom.,contradiction
A man holds a clipboard and a pen as a woman looks at them.,A woman is looking at a man's possessions,entailment
A man on a street in a bright t-shirt holds some sort of tablet towards a woman in a pink t-shirt and shades.,The man and woman are outdoors.,entailment
A man in a green shirt holds out a clipboard for a woman in pink's attention.,a man is trying to get a woman to sign something,neutral
People waiting at a light on bikes.,There are some people outside.,entailment
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A man is taking the picture of a skateboarder who is being taken by aliens.,contradiction
A foreign family is walking along a dirt path next to the water.,A group of locals run on a dirt trail next to a frozen stream.,contradiction
"A woman is walking across the street eating a banana, while a man is following with his briefcase.",Nobody has food.,contradiction
"A view of buildings and people walking across the streets in Times Square, New York City.",Times Square in New York City is full of people and bustling with noise and activity.,neutral
Man in gold pants looking at the camera.,Man is walking away to the hall.,contradiction
Two ladies are reading through binders.,Some women are reading.,entailment
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A man photographs a skateboarder doing tricks.,entailment
A man walking along side a clean up crew.,The man directed the clean up crew where to go.,neutral
A man in a striped polo shirt is pointing and smiling.,The man is swimming,contradiction
A soccer game occurring at sunset.,a basketball game is ocurring at sunrise,contradiction
The furry brown dog is swimming in the ocean.,A dog is running around the yard.,contradiction
A woman preparing to glaze a bowl.,A woman preparing to glaze,entailment
A small group of church-goers watch a choir practice.,A group watches a practice.,entailment
Various people hanging around outside of a building.,There are a group of people are standing outside.,entailment
a woman with a straw hat working on a strange machine with coconuts at her side.,A woman is using a machine to make coconut milk.,neutral
A mountain biker jumping a slope outdoors in a forest area.,A person rides a bike outdoors.,entailment
"There is a woman holding a baby, along with a man with a save the children bag.",A man and a woman are hoding their son.,neutral
People waiting at a light on bikes.,People are on their bikes.,entailment
A foreign family is walking along a dirt path next to the water.,A family of foreigners walks by the lake.,neutral
Three girls on an amusement ride enjoying themselves.,There are three girls,entailment
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People in orange vests are racing in a race that has started.,contradiction
A woman in capri jeans crouches on the edge of a fountain with her left foot kicked out to touch the falling water.,A woman is very eager to touch the water,neutral
"Two women, holding food carryout containers, hug.",Two groups of rival gang members flipped each other off.,contradiction
Three guys and a girl are all jumping in a pool together.,The people are all friends.,neutral
A person on a horse jumps over a broken down airplane.,A person is training his horse for a competition.,neutral
"A woman is walking across the street eating a banana, while a man is following with his briefcase.",two coworkers cross pathes on a street,neutral
A mountain biker jumping a slope outdoors in a forest area.,A biker is doing jumps by trees.,entailment
A lady is on the floor packing a suitcase.,She is packing.,entailment
A small girl with a necklace is swimming.,A small girl with a necklace is swimming in a pool,neutral
"Three firefighters, the nearest firefighter is holding a helmet in his left hand.",The three firefighters are discussing sports.,neutral
A man in a bright green shirt shows a woman in a bright pink shirt something on a clipboard.,The woman shows the man a clipboard.,contradiction
A skier in electric green on the edge of a ramp made of metal bars.,The brightly dressed skier slid down the race course.,entailment
Woman balancing on edge of fountain while sticking her toe in the water.,A woman sits on the grassy ground.,contradiction
A man in a gold skirt sits in front of the computer.,A man in a golf skirt sitting at his computer typing to his friends online.,neutral
A group of people point forwards while performing some kind of act.,A group of people point somewhere while speaking.,neutral
Various people hanging around outside of a building.,The people are on lunch break.,neutral
An elderly man is drinking orange juice at a cafe.,An elderly man is drinking apple juice at a bar.,contradiction
A boy is drinking out of a water fountain shaped like a woman.,A male is getting a drink of water.,entailment
A track event held by J.P. Morgan Chase with security.,Security guards are searching for weapons at a track event.,neutral
A man in a blue shirt sits outside alone with a chessboard laid out in front of him.,Two elderly men playing Scrabble.,contradiction
A man wearing a striped top and jeans does a skateboard trick on some steps while a man who is hunched over photographs him.,a man is photographing a man skateboarding.,entailment
a man in red stands with his child at the beach.,A man wearing blue sleeping with his child in his lap inside his home.,contradiction
"A man and a woman are standing next to sculptures, talking while another man looks at other sculptures.",Three people are looking at painting at a school fair.,contradiction
"A man, woman, and child enjoying themselves on a beach.",A family of three is at the beach.,entailment
A couple holding hands walks down a street.,People are holding hands and walking.,entailment
A man being airlifted to safety after being in danger.,The helicopter is moving people in danger.,neutral
A gentleman in a purple scarf and hat is looking at money while holding an accordion.,A man is looking at a hundreds of dollars.,neutral
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A pro photographer is taking pictures of a pro skater.,neutral
People waiting to get on a train or just getting off.,The people waiting on the train are sitting.,neutral
Stacks of neatly folded clothing cover most of this floor while a woman with a beige shirt and jeans busily fills a suitcase.,A woman is filling a suitcase.,entailment
People on bicycles waiting at an intersection.,People on bicycles speed through an intersection.,contradiction
A woman talks to two other women and a man with notepads in an office building with large windows.,a man talks to ducks in a pond,contradiction
Three girls on an amusement ride enjoying themselves.,The girls are at home,contradiction
three bikers stop in town.,There is a very angry dog.,contradiction
Two people pose for the camera.,Two people are yelling.,contradiction
People on bicycles waiting at an intersection.,There is a bike race happening right now.,neutral
A woman talks to two other women and a man with notepads in an office building with large windows.,a woman in an office building talks to a group of three taking notes on a notepad,neutral
A crowded city during daytime.,A crowded city filled with many cars on a warm summer day.,neutral
Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,The woman and man are outdoors.,entailment
A boy is jumping on skateboard in the middle of a red bridge.,The boy skates down the sidewalk.,contradiction
A woman talks to two other women and a man with notepads in an office building with large windows.,Four people stand near a wall speaking to each other.,entailment
Young woman running as two guys in the back try to catch up to her.,group of people running,entailment
"A man carrying a load of fresh direct boxes on car with wheels in the city streets, as a woman walks towards him.",A young lad delivers groceries by bicycle in the city.,contradiction
A man in an elf hat holding a white umbrella is standing on the sidewalk with two other men.,A man stands.,entailment
Cheerleaders are doing a cheer at a football field.,The cheerleaders are wearing clothes.,entailment
A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.,Someone is operating a microphone.,neutral
"Two people dancing, wearing dance costumes.",The people are moving.,entailment
"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",a bearded man is pulling a car with his teeth.,contradiction
"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",a man competes in a rope pulling contest,neutral
Two people loading brush on a trailer attached to a truck.,A couple of people are loading brush onto a trailer that is attached to a truck.,entailment
"A saddle bronc rider gets lifted out of the saddle, but keeps his grip during his ride.",The man is riding a motorcycle.,contradiction
The silhouette of three people in front of a wall.,The wall is painted.,neutral
A track event held by J.P. Morgan Chase with security.,The track event has no security.,contradiction
A boat worker securing line.,A worker is doing something to a boat.,entailment
A car sinking in water.,A car has crashed into a large lake.,neutral
A couple holding hands walks down a street.,Two men hold hands while walking down the street.,neutral
Two people wearing blue clothing are making hand gestures next to one another.,A man and a woman are standing next to each other and communicating through sign language.,neutral
A woman talks to two other women and a man with notepads in an office building with large windows.,A woman talks to two other women.,entailment
A man is using his computer while seated at a desk.,A man sits at a desk.,entailment
A couple strolls arm and arm and hand in hand down a city sidewalk.,The couple is outdoors.,entailment
People on bicycles waiting at an intersection.,People on bicycles enjoy a conversation waiting for traffic.,neutral
A model posing to look as if she's a real female soccer player.,A woman is trying to model for a sports magazine.,neutral
A woman wearing a green and pink dress is dancing with someone wearing a blue top with white pants.,The dancing woman is on the grass.,neutral
A young man and young lady dancing on a carpeted floor with a picture from the movie Toy Story on a big screen in the background.,They movie is very loud in the background.,neutral
One biker is running with their bike while another is riding around them.,The people are part of a club,neutral
A barber waiting for customers.,A barber is at work.,entailment
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People are running for a charity.,neutral
A man is using his computer while seated at a desk.,A woman drinks a beer at her desk.,contradiction
Two older men in coats are standing outside.,"It is cold, but they went outside anyway.",neutral
"Two people with bicycles, one in front running with a bike and one in back riding.",Two people eating ice cream cones at the mall.,contradiction
"A woman is walking across the street eating a banana, while a man is following with his briefcase.","A woman eats ice cream walking down the sidewalk, and there is another woman in front of her with a purse.",contradiction
Two older men in winter coats talking outside of a shop with a grassy lawn covered in a light coat of snow in front of it.,The old men are discussing the weather.,neutral
Two soccer teams are competing on a soccer field.,There is a soccer game.,entailment
A man stare at a passing couple while walking down the block.,The man is jealous of the couple.,neutral
An older man sits with his orange juice at a small table in a coffee shop while employees in bright colored shirts smile in the background.,An older man drinks his juice as he waits for his daughter to get off work.,neutral
Group of young women in dresses strolling on the sidewalk.,there are some groups one of them of young females are in dresses strolling for a ramp walk,entailment
A man in a striped polo shirt is pointing and smiling.,The man is outside,neutral
Two young girls are playing outside in a non-urban environment.,Some girls are running through an open field.,neutral
A crowded city during daytime.,A abandoned city at the edge of the world.,contradiction
"Two elderly men having a conversation, snow covered grass in the background.",The men are drinking coffee and having some cookies,contradiction
Two older men in coats are standing outside.,They are outside wearing coats.,entailment
A busy city that looks like New York City.,The city is very large.,neutral
a motorcyclist does a nose wheelie.,A motorcyclist doing a wheelie,entailment
The blond woman is searching for medical supplies in a suitcase.,A brunette woman checks her suitcase before boarding a plane.,contradiction
Closeup image of a dog swimming.,An underwater camera takes a photo of a puppy.,neutral
A couple play in the tide with their young son.,The family is on vacation.,neutral
A man and a woman cross the street in front of a pizza and gyro restaurant.,The people are standing still on the curb.,contradiction
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A man is taking photos of his son doing tricks on the skateboard.,neutral
People on bicycles waiting at an intersection.,People are riding their bicycles.,entailment
Group of young women in dresses strolling on the sidewalk.,all the women are well dressed,neutral
"A man with blond-hair, and a brown shirt drinking out of a public water fountain.",A blond man getting a drink of water from a fountain in the park.,neutral
A white bike is leaning against a post.,A bike with a flat tire is not being ridden,neutral
A man holds a clipboard and a pen as a woman looks at them.,The woman is asleep,contradiction
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,The people waiting are part of the race.,neutral
A woman on the side of a street is making food on her cart.,A person is cooking mexican food.,neutral
A man being airlifted to safety after being in danger.,A man is being moved.,entailment
People waiting at a light on bikes.,A bunch of friends are on a boat,contradiction
"a couple are holding hands behind their backs while walking down a street, and the man has his arm around her shoulder.",bear in zoo,contradiction
A young man in a blue blazer and shorts sits alone in front of table with a chess game set up.,A grandma plays a game of connect four at the rotary club meeting.,contradiction
A foreign family is walking along a dirt path next to the water.,The family is admiring the water,entailment
A man with wild hair rocks a show playing a guitar center stage.,A guy stands on stage with his guitar.,entailment
Bicyclists waiting at an intersection.,The bicyclists ride through the mall on their bikes.,contradiction
A woman is making a clay pot.,A woman is making a flower pot.,neutral
A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.,A cart is full of items.,entailment
An average looking man is playing the guitar.,The man can play the guitar well.,neutral
three bikers stop in town.,Bikers stop for gas,entailment
A woman in a blue shirt and green hat looks up at the camera.,A woman wearing a blue shirt and green hat smiles at the camera,neutral
A man walking along side a clean up crew.,The woman jogged alongside the crew.,contradiction
A young woman packs belongings into a black suitcase.,A young woman packs belongings into a black luggage carrier.,entailment
Little girl in a blue and yellow plaid outfit and blue hat is running along the trail.,A girl is running downhill on the trail.,neutral
"Two children, in colorful outfits, playing in a field with a big rock in the middle.",Two kids are playing with a big rock in the field with family,neutral
Bicyclists waiting at an intersection.,Bicyclists riding along a freeway.,contradiction
A spotted black and white dog splashes in the water.,the dog is eating out of his favorite bowl in the kitchen,contradiction
"A couple, wearing black, burgundy, and white, dance.",The couple danced in the competition.,neutral
A white dog runs along a rocky shoreline.,A dog is running up the stairs at home.,contradiction
A white and brown dog is leaping through the air.,The dog is catching a frisbee.,neutral
"A woman wearing all white and eating, walks next to a man holding a briefcase.",A married couple is walking next to each other.,neutral
A middle-aged oriental woman in a green headscarf and blue shirt is flashing a giant smile.,A middle aged oriental woman in a green headscarf and blue shirt is flashing a giant smile,entailment
A man resting on a street.,A man sitting on a street.,neutral
A foreign family is walking along a dirt path next to the water.,The people are driving a car on the freeway.,contradiction
"A large group, wearing pink shirts, waves to onlookers.",No one is watching them.,contradiction
A young girl sitting at a table with a bowl on her head,A young girl has a bowl on her head,entailment
A man walking proudly down the street.,A man is outside.,entailment
"A man is leading a Clydesdale up a hay road, within a Old Country.",A man is walking with his horse up a country road.,entailment
A woman on the side of a street is making food on her cart.,A child is wearing a bandana.,contradiction
"A saddle bronc rider gets lifted out of the saddle, but keeps his grip during his ride.",The man is trying not to fall.,neutral
A man is sitting on a motorcycle on the sidewalk.,A man in black is playing with his cat on Sunday.,contradiction
"A woman is walking across the street eating a banana, while a man is following with his briefcase.",the woman is a seductress,neutral
A woman with a black jacket walks past an outdoor movie poster.,A woman is cleaning up.,contradiction
A man and a woman are holding hands as they walk along a city sidewalk.,A married couple are fighting on the sidewalk.,contradiction
A man dances with a fire baton at night.,the crowd cheers as he peforms,neutral
Children going home from school.,The school children head home.,entailment
A man being airlifted to safety after being in danger.,The helicopter is putting people in a dangerous area.,contradiction
A little boy swimming underwater with a toy in his hand.,A little boy is chasing a dog.,contradiction
"One man sits inside and plays the banjo, there are trees behind him outside.",A male sitting indoors.,entailment
A man stopping on the sidewalk with his bike to have a smoke.,The man is standing.,entailment
A yellow uniformed skier is performing a trick across a railed object.,Somebody is engaging in winter sports.,entailment
"a couple are holding hands behind their backs while walking down a street, and the man has his arm around her shoulder.",couple walking,entailment
Bicyclists waiting at an intersection.,Bicyclists waiting their turn to cross.,entailment
A gray-haired woman in a blue dress coat with snowflakes on it balances something on her head.,The woman loves her blonde hair.,contradiction
"Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.",Two people walk home after a tasty steak dinner.,neutral
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A man photographs Tony Hawk skateboarding.,neutral
A young woman packs belongings into a black suitcase.,A young woman distributes belongings into a black box.,neutral
"Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.",Two adults walk across a street.,entailment
a skateboarder skates in the pool.,A skate swims in the pool.,contradiction
A foreign family is walking along a dirt path next to the water.,A foreign family walks by a dirt trail along a body of water.,entailment
A classroom of students discussing lecture.,A classroom is discussing the topics of the day.,entailment
People waiting at a light on bikes.,The people are riding their bikes to the gym.,neutral
three bikers stop in town.,A town has witnessed the arrival of three bikers.,entailment
Several people are dancing together in sync.,man and woman dancing together.,neutral
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,the runners waited to start the olympic race,neutral
A soccer game played by a blue team and a red team on a perfectly manicured field at dusk.,No one is playing soccer.,contradiction
A person on a horse jumps over a broken down airplane.,"A person is outdoors, on a horse.",entailment
A man in a gold skirt sits in front of the computer.,A man in a gold skirt sitting at his computer watching the computer screen.,entailment
A soccer game played by a blue team and a red team on a perfectly manicured field at dusk.,People are playing soccer.,entailment
A doctor in blue scrubs is performing an operation assisted by two men and a woman.,a old man was talking,entailment
A woman wearing a pink hat is looking at a pink car with the truck open.,The woman is wearing a grocery bag to her car.,contradiction
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People in orange vests await the beginning of a race to win first prize.,neutral
Tourists waiting at a train stop.,A group of tourist waiting for a train at a train station.,entailment
"Two people with bicycles, one in front running with a bike and one in back riding.",Two people taking their bikes to the trail.,neutral
Man smokes while sitting on a parked scooter.,The man is smoking something while sitting on the scooter.,entailment
A group of people point forwards while performing some kind of act.,A group of people fight using tigers.,contradiction
"Two female medical professionals, one african american& one white, looking over paperwork in a hospital.",Coworkers left work and are driving to lunch.,contradiction
A woman stands behind an outdoor grill with a blue basket of food in her hands.,A woman standing behind a grill outside with a blue basket of food in her hands.,entailment
"An excited, smiling woman stands at a red railing as she holds a boombox to one side.",Nobody is standing.,contradiction
Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,The man is sitting down while he has a sign for John's Pizza and Gyro in his arms.,contradiction
A farmer fertilizing his garden with manure with a horse and wagon.,The man is fertilizering his garden.,entailment
Soccer teams play on a field as the sun sets behind a line of trees.,A football team is playing hockey against a soccer team in an ice rink.,contradiction
A man in a bright green shirt shows a woman in a bright pink shirt something on a clipboard.,Two people are looking at a clipboard.,entailment
Cheerleaders are on the field cheering.,The Dallas Cowboys' cheerleaders are trying to pump-up the crowd.,neutral
An average looking man is playing the guitar.,The man knows how to play guitar.,entailment
An older man sits with his orange juice at a small table in a coffee shop while employees in bright colored shirts smile in the background.,A boy flips a burger.,contradiction
A driver is racing his Ford vehicle on a gravel track.,A Ford is being driven on a track.,entailment
a skateboarder skates in the pool.,A skater grinds on the lip of the pool.,neutral
A gray-haired woman in a blue dress coat with snowflakes on it balances something on her head.,The woman is guarding herself from the snow.,neutral
"Little girl walking along a dirt, rock, and grass path wearing a blue hat many steps behind two people wearing backpacks and holding umbrellas.",three people are walking along a path trying to get home before the storm hits.,neutral
A woman is making a clay pot.,A man is painting a painting.,contradiction
many people relax in the yard.,People watch tv in their living room.,contradiction
A white bike is leaning against a post.,A bike it outside,entailment
A spotted black and white dog splashes in the water.,the dog is swimming by itself,neutral
A mountain biker jumping a slope outdoors in a forest area.,The biker is trying to jump over a volcano.,contradiction
People waiting at a light on bikes.,A ladybug has landed on a beautiful pink rose.,contradiction
Two women who just had lunch hugging and saying goodbye.,"The friends have just met for the first time in 20 years, and have had a great time catching up.",neutral
A young man doing a trick on a skateboard down the stairs while being photographed.,A helmet-less young man does a trick on a skateboard while being photographed.,neutral
A yellow uniformed skier is performing a trick across a railed object.,A skier is competing in a competition.,neutral
A gray-haired woman in a blue dress coat with snowflakes on it balances something on her head.,The woman is wearing a coat.,entailment
A woman in a blue shirt and green hat looks up at the camera.,A woman wearing a blue shirt and green hat is on her cellphone,contradiction
Two dogs biting another dog in a field.,dog sitting in filed,contradiction
A little girl follows two guys with umbrellas down a path.,The little girl is riding a horse.,contradiction
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,People take photos outdoors while a man performs exciting skateboarding tricks.,entailment
A farmer fertilizing his garden with manure with a horse and wagon.,The man is on the city street with his horse and wagon.,contradiction
A man wearing black is playing an electric guitar at a concert.,A man is singing as he plays guitar.,neutral
People on bicycles waiting at an intersection.,The people are trying to get to the convenience store across the street.,neutral
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People are waiting for a race.,entailment
a woman with a straw hat working on a strange machine with coconuts at her side.,A woman is sitting on the couch.,contradiction
A dog zips along the beach.,A dog is outside.,entailment
An Asian woman in a blue top and green headscarf smiling widely as another woman rows a boat in the background.,An Asian woman is smiling at while another lady is rowing.,entailment
