,label,A,B
555,1,1,1
556,1,1,1
557,2,1,1
558,0,1,1
559,1,1,1
560,2,1,1
561,0,1,1
562,2,1,1
563,1,1,1
564,0,1,1
565,1,1,1
566,2,1,1
567,0,1,1
568,0,1,0
569,2,0,0
570,1,1,1
571,1,1,1
572,0,1,1
573,1,1,1
574,1,1,1
575,0,1,1
576,2,1,1
577,1,1,1
578,0,1,1
579,2,1,1
580,2,1,1
581,0,1,1
582,1,1,1
583,2,1,1
584,0,1,1
585,1,1,1
586,0,1,1
587,2,1,1
588,1,1,1
589,0,1,1
590,2,1,1
591,1,1,1
592,2,1,0
593,0,1,1
594,1,1,1
595,2,1,1
596,0,1,1
597,1,1,1
598,2,1,1
599,1,1,1
600,0,1,1
601,0,1,1
602,1,1,1
603,2,1,1
604,2,1,1
605,1,1,1
606,0,1,1
607,0,0,0
608,2,1,1
609,1,1,1
610,1,1,1
611,0,1,1
612,2,0,0
613,1,1,1
614,0,1,1
615,2,1,1
616,2,1,1
617,1,1,1
618,2,1,1
619,0,1,0
620,1,0,1
621,2,1,0
622,0,1,1
623,2,1,1
624,2,1,1
625,2,1,1
626,0,0,0
627,2,1,0
628,2,1,1
629,1,1,1
630,0,0,0
631,2,1,1
632,1,1,1
633,2,1,1
634,0,0,0
635,2,1,1
636,1,1,1
637,0,1,1
638,1,1,1
639,0,1,1
640,2,1,1
641,1,1,1
642,2,1,1
643,0,1,1
644,1,1,1
645,0,1,1
646,2,1,1
647,2,1,1
648,1,1,1
649,0,0,0
650,0,0,0
651,2,1,0
652,1,1,1
653,1,1,1
654,2,1,1
655,0,1,1
656,1,1,1
657,0,1,1
658,2,1,1
659,2,1,1
660,1,1,1
661,0,1,1
662,1,1,1
663,0,1,1
664,2,0,0
665,1,1,1
666,0,1,1
667,2,1,1
668,1,1,1
669,0,1,1
670,2,1,1
671,2,1,1
672,1,1,1
673,0,1,1
674,1,1,1
675,2,1,1
676,1,1,0
677,1,1,1
678,0,1,1
679,2,0,0
680,1,1,1
681,2,1,1
682,0,1,1
683,1,1,1
684,0,1,1
685,2,1,1
686,1,1,0
687,0,0,1
688,2,1,0
689,1,0,0
690,0,1,1
691,0,1,1
692,1,1,1
693,0,1,0
694,2,1,1
695,1,1,1
696,0,1,1
697,2,1,1
698,0,0,0
699,2,1,1
700,1,1,1
701,1,1,1
702,2,1,1
703,0,1,1
704,2,1,1
705,2,1,1
706,0,1,1
707,2,1,1
708,0,1,1
709,2,1,1
710,1,1,1
711,2,1,1
712,0,1,1
713,1,1,1
714,2,0,0
715,0,1,1
716,0,0,0
717,1,1,1
718,1,1,1
719,0,0,0
720,0,1,1
721,1,1,1
722,2,1,1
723,2,0,0
724,0,1,1
725,1,1,1
726,2,0,0
727,0,1,1
728,0,1,1
729,1,1,1
730,2,0,0
731,1,1,1
732,0,1,1
733,2,1,1
734,0,1,1
735,1,1,1
736,2,1,1
737,2,1,1
738,0,1,1
739,1,1,0
740,0,1,1
741,2,0,0
742,1,1,1
743,1,1,1
744,2,1,1
745,0,1,1
746,2,0,0
747,2,1,1
748,1,1,0
749,2,1,1
750,1,1,1
751,0,1,1
752,1,1,0
753,0,1,1
754,1,0,0
755,1,1,1
756,2,0,0
757,0,1,1
758,2,1,1
759,1,1,1
760,0,0,0
761,2,1,1
762,0,1,1
763,1,1,1
764,0,1,1
765,2,0,0
766,2,0,0
767,1,1,1
768,1,1,0
769,0,1,1
770,0,1,1
771,2,1,0
772,1,1,0
773,1,1,1
774,0,1,1
775,1,1,1
776,2,1,1
777,1,1,1
778,0,1,1
779,2,1,1
780,0,1,1
781,2,1,1
782,0,0,0
783,1,1,1
784,2,1,1
785,0,1,1
786,2,0,0
787,1,1,1
788,0,1,1
789,1,1,1
790,1,1,1
791,0,1,1
792,1,1,1
793,2,1,1
794,0,1,1
795,2,1,1
796,1,1,1
797,0,1,1
798,1,1,1
799,2,1,1
800,2,1,1
801,0,0,0
802,1,1,1
803,1,0,0
804,2,1,1
805,0,1,1
806,1,1,1
807,2,1,1
808,0,1,1
809,2,1,1
810,0,1,1
811,1,1,1
812,2,1,1
813,1,1,1
814,0,1,1
815,0,1,1
816,2,1,1
817,1,1,1
818,0,1,1
819,2,0,1
820,1,1,1
821,2,1,1
822,0,1,1
823,1,1,1
824,0,1,1
825,1,1,1
826,2,0,1
827,2,1,1
828,1,1,1
829,0,1,1
830,2,1,0
831,0,1,1
832,1,1,1
833,2,1,1
834,0,1,1
835,1,1,1
836,1,1,1
837,2,0,0
838,0,1,1
839,0,1,1
840,2,1,1
841,1,1,1
842,0,1,1
843,2,1,1
844,1,1,1
845,0,1,1
846,2,1,1
847,2,0,0
848,1,1,1
849,0,1,1
850,2,1,1
851,0,1,1
852,1,1,1
853,2,1,1
854,2,1,1
855,0,1,1
856,1,1,1
857,2,1,1
858,1,0,1
859,2,0,0
860,2,0,0
861,0,1,1
862,1,1,1
863,1,1,1
864,0,1,1
865,1,1,1
866,2,1,1
867,0,1,0
868,1,1,1
869,0,1,1
870,2,0,0
871,1,0,0
872,2,1,1
873,0,1,1
874,1,1,1
875,0,1,1
876,2,1,1
877,2,1,1
878,0,0,0
879,1,1,1
880,1,1,1
881,2,1,1
882,0,1,1
883,2,1,1
884,0,1,1
885,1,1,1
886,1,1,1
887,2,1,1
888,0,0,0
889,0,1,1
890,1,1,1
891,2,1,1
892,2,1,1
893,1,1,1
894,0,1,1
895,0,1,1
896,2,1,1
897,1,1,1
898,0,0,0
899,2,1,1
900,1,1,0
901,1,1,1
902,2,1,1
903,2,1,1
904,1,1,1
905,2,1,1
906,0,0,0
907,0,1,1
908,2,1,1
909,1,0,0
910,0,0,0
911,2,1,1
912,2,0,0
913,1,1,1
914,0,1,1
915,2,1,1
916,2,1,1
917,1,1,1
918,0,1,1
919,1,1,1
920,2,1,1
921,0,0,1
922,0,1,1
923,1,1,1
924,2,1,1
925,0,1,1
926,1,1,1
927,2,1,1
928,0,1,1
929,2,1,1
930,1,1,1
931,0,1,1
932,2,1,1
933,1,1,1
934,1,1,1
935,0,1,1
936,2,1,0
937,2,0,0
938,0,1,1
939,1,0,1
940,2,1,1
941,1,1,1
942,0,1,1
943,1,1,1
944,2,0,0
945,0,0,0
946,2,1,1
947,1,1,1
948,0,1,1
949,0,1,1
950,2,1,1
951,0,0,1
952,2,1,0
953,1,1,1
954,1,1,1
955,2,1,1
956,0,1,1
957,1,1,1
958,0,1,1
959,0,0,0
960,0,1,1
961,2,1,1
962,1,1,1
963,1,1,1
964,0,1,1
965,2,1,1
966,2,0,0
967,2,1,1
968,0,1,1
969,1,1,1
970,2,0,0
971,0,1,1
972,1,1,1
973,0,1,1
974,2,0,0
975,1,1,1
976,0,1,1
977,1,1,1
978,2,1,1
979,0,1,1
980,2,1,0
981,0,1,1
982,1,1,0
983,2,1,1
984,0,1,1
985,2,0,0
986,0,1,1
987,1,1,0
988,0,0,0
989,1,0,0
990,0,1,1
991,2,1,1
992,1,1,1
993,2,1,1
994,1,1,0
995,0,1,1
996,0,1,1
997,1,1,1
998,2,1,0
999,2,1,1
1000,2,0,0
1001,2,1,1
1002,0,1,1
1003,1,1,1
1004,2,1,1
1005,2,0,0
1006,1,0,0
1007,0,1,1
1008,0,0,0
1009,2,0,0
1010,1,1,1
1011,1,1,1
1012,2,0,1
1013,0,1,1
1014,0,1,1
1015,1,0,0
1016,2,1,1
1017,2,1,1
1018,0,1,1
1019,1,1,1
1020,1,1,1
1021,0,1,1
1022,2,1,1
1023,1,1,1
1024,0,1,1
1025,2,1,1
1026,0,1,1
1027,1,1,1
1028,2,1,1
1029,0,1,1
1030,2,1,0
1031,1,1,0
1032,2,0,1
1033,1,0,1
1034,0,1,1
1035,1,1,1
1036,0,1,1
1037,2,1,1
1038,0,0,0
1039,2,1,1
1040,1,1,1
1041,1,1,1
1042,0,0,0
1043,2,1,1
1044,2,1,1
1045,2,0,0
1046,1,1,1
1047,2,1,1
1048,2,1,1
1049,2,1,1
1050,0,1,1
1051,1,1,1
1052,2,0,1
1053,1,1,0
1054,2,1,1
1055,0,1,1
1056,1,1,0
1057,2,0,0
1058,0,1,1
1059,2,1,1
1060,1,1,1
1061,2,1,1
1062,1,1,1
1063,0,1,1
1064,1,1,1
1065,1,1,1
1066,0,0,0
1067,2,1,1
1068,1,1,1
1069,1,1,1
1070,0,1,1
1071,2,1,1
1072,1,1,1
1073,0,1,1
1074,2,1,1
1075,2,1,1
1076,0,1,1
1077,1,1,1
1078,2,1,1
1079,0,1,1
1080,1,1,1
1081,2,1,1
1082,0,1,1
1083,1,1,1
1084,0,1,1
1085,1,1,1
1086,2,1,1
1087,2,1,1
1088,0,1,1
1089,1,1,1
1090,0,1,1
1091,2,1,1
1092,1,1,1
1093,2,0,0
1094,1,1,1
1095,0,1,0
1096,1,1,0
1097,2,1,1
1098,2,1,1
1099,1,1,1
1100,0,1,0
1101,0,1,1
1102,1,1,1
1103,1,1,1
1104,2,0,0
1105,2,1,1
1106,0,1,1
1107,2,1,1
1108,1,0,0
1109,0,1,1
1110,2,0,0
1111,1,1,1
1112,1,1,1
1113,0,1,1
1114,2,1,1
1115,2,0,1
1116,1,0,0
1117,0,1,1
1118,2,1,1
1119,1,0,0
1120,0,0,0
1121,2,1,1
1122,0,1,1
1123,1,1,1
1124,1,1,1
1125,0,1,1
1126,2,1,1
1127,1,1,1
1128,0,1,1
1129,0,1,1
1130,0,1,1
1131,1,1,1
1132,2,1,1
1133,0,1,1
1134,2,1,0
1135,1,1,1
1136,1,0,0
1137,0,1,1
1138,2,0,0
1139,0,1,1
1140,2,0,0
1141,1,1,1
1142,1,0,0
1143,0,1,1
1144,2,1,1
1145,0,0,0
1146,1,1,1
1147,2,1,1
1148,1,1,1
1149,0,1,1
1150,2,1,1
1151,0,1,1
1152,1,1,1
1153,2,1,1
1154,2,1,1
1155,1,1,1
1156,0,1,1
1157,0,1,1
1158,2,1,1
1159,1,1,1
1160,0,1,1
1161,1,1,1
1162,2,0,0
1163,2,1,1
1164,1,1,1
1165,0,1,1
1166,1,1,1
1167,2,1,1
1168,0,1,1
1169,2,1,1
1170,1,1,1
1171,0,1,1
1172,2,1,0
1173,0,1,1
1174,1,1,1
1175,1,1,1
1176,0,1,1
1177,2,1,1
1178,0,0,0
1179,1,1,1
1180,2,1,1
1181,1,1,1
1182,0,1,1
1183,2,1,1
1184,1,1,1
1185,2,0,0
1186,0,0,0
1187,1,0,0
1188,0,1,1
1189,2,1,0
1190,1,1,1
1191,0,1,1
1192,2,1,1
1193,2,1,1
1194,0,1,1
1195,1,1,1
1196,2,1,1
1197,1,1,1
1198,0,1,1
1199,2,1,1
1200,1,1,1
1201,0,1,1
1202,2,0,0
1203,1,1,1
1204,0,1,1
1205,0,1,1
1206,2,0,0
1207,1,1,1
1208,0,1,1
1209,1,1,0
1210,2,0,0
1211,0,1,1
1212,1,1,1
1213,2,1,1
1214,0,1,1
1215,1,1,1
1216,2,1,1
1217,1,1,1
1218,2,1,1
1219,2,1,1
1220,0,1,1
1221,2,1,1
1222,1,1,1
1223,0,1,1
1224,2,1,1
1225,1,1,1
1226,1,1,1
1227,2,1,1
1228,2,1,1
1229,0,1,1
1230,1,1,1
1231,2,0,0
1232,0,1,1
1233,2,1,1
1234,0,1,1
1235,1,1,1
1236,2,1,1
1237,1,0,0
1238,2,0,0
1239,0,1,1
1240,1,1,1
1241,0,1,1
1242,2,1,1
1243,2,1,1
1244,1,1,1
1245,0,1,1
1246,1,1,1
1247,0,1,1
1248,2,1,1
1249,1,1,1
1250,2,1,1
1251,2,1,0
1252,1,1,1
1253,0,1,1
1254,2,1,1
1255,0,1,1
1256,2,1,1
1257,1,1,1
1258,2,1,1
1259,1,1,1
1260,0,1,1
1261,1,1,1
1262,0,1,1
1263,2,1,1
1264,2,1,1
1265,1,0,0
1266,0,1,1
1267,2,1,1
1268,0,0,1
1269,0,1,1
1270,0,1,1
1271,1,1,1
1272,2,1,1
1273,1,1,1
1274,2,1,1
1275,0,1,1
1276,1,1,1
1277,0,1,1
1278,2,1,1
1279,1,1,1
1280,2,1,1
1281,0,1,1
1282,1,1,1
1283,0,1,1
1284,1,1,1
1285,0,1,1
1286,1,1,1
1287,2,1,1
1288,1,1,1
1289,2,1,1
1290,2,0,0
1291,2,1,1
1292,2,1,1
1293,2,1,1
1294,0,1,1
1295,1,1,1
1296,0,1,1
1297,2,1,1
1298,1,1,1
1299,2,1,1
1300,0,1,1
1301,1,1,1
1302,2,1,1
1303,1,1,1
1304,0,1,1
1305,2,1,1
1306,2,1,1
1307,0,1,1
1308,0,1,1
1309,1,1,1
1310,2,1,1
1311,0,1,1
1312,2,1,1
1313,2,1,1
1314,2,0,0
1315,0,0,0
1316,0,1,1
1317,2,1,1
1318,2,1,1
1319,1,1,0
1320,1,1,1
1321,0,1,1
1322,0,1,1
1323,0,1,1
1324,1,1,1
1325,1,1,1
1326,2,1,0
1327,0,1,1
1328,1,1,1
1329,0,1,1
1330,2,0,0
1331,2,1,1
1332,0,1,1
1333,2,0,0
1334,0,1,1
1335,1,1,0
1336,0,1,1
1337,1,1,1
1338,2,1,1
1339,0,1,1
1340,1,1,1
1341,2,1,1
1342,1,0,1
1343,2,1,1
1344,0,0,0
1345,2,1,1
1346,2,0,0
1347,1,1,1
1348,0,1,1
1349,1,1,1
1350,2,1,1
1351,1,1,1
1352,2,1,1
1353,0,1,1
1354,2,1,1
1355,1,1,1
1356,0,1,1
1357,0,1,1
1358,2,1,1
1359,1,1,1
1360,2,1,1
1361,1,1,1
1362,2,1,1
1363,1,1,1
1364,0,1,1
1365,0,0,0
1366,1,1,1
1367,0,1,1
1368,2,1,1
1369,1,1,1
1370,0,1,1
1371,2,1,1
1372,1,1,1
1373,2,1,1
1374,0,1,1
1375,1,1,1
1376,1,1,1
1377,0,1,1
1378,2,1,1
1379,2,1,1
1380,0,1,1
1381,1,1,1
1382,0,1,1
1383,1,1,1
1384,2,0,1
1385,0,1,1
1386,1,1,1
1387,2,1,1
1388,0,1,1
1389,1,1,1
1390,2,1,1
1391,1,1,1
1392,2,1,1
1393,0,1,1
1394,1,1,1
1395,2,0,0
1396,0,1,1
1397,1,1,1
1398,2,1,1
1399,0,1,1
1400,0,1,1
1401,2,1,1
1402,1,1,1
1403,0,1,1
1404,2,1,1
1405,1,0,0
1406,2,1,1
1407,0,1,1
1408,2,1,1
1409,0,1,1
1410,2,1,1
1411,1,1,1
1412,2,1,1
1413,0,1,1
1414,1,1,1
1415,0,1,1
1416,2,1,1
1417,1,1,1
1418,2,1,1
1419,1,1,1
1420,0,1,1
1421,0,0,0
1422,2,1,1
1423,1,1,1
1424,2,1,1
1425,1,1,1
1426,0,1,1
1427,1,0,1
1428,0,1,1
1429,2,1,1
1430,0,1,1
1431,1,1,1
1432,2,1,1
1433,1,1,1
1434,0,1,1
1435,2,0,0
1436,1,1,1
1437,2,1,1
1438,0,1,1
1439,1,1,1
1440,2,1,1
1441,0,1,1
1442,1,1,1
1443,0,1,1
1444,2,1,1
1445,1,1,1
1446,2,1,1
1447,0,1,1
1448,1,1,1
1449,0,1,1
1450,2,0,0
1451,2,1,1
1452,0,1,1
1453,1,1,1
1454,2,1,1
1455,1,1,1
1456,0,1,1
1457,0,1,1
1458,1,0,0
1459,2,1,1
1460,0,1,1
1461,2,1,0
1462,1,1,1
1463,1,1,1
1464,0,1,1
1465,2,1,1
1466,1,1,1
1467,0,1,1
1468,2,1,1
1469,2,1,1
1470,1,1,1
1471,0,1,1
1472,1,0,0
1473,0,1,1
1474,2,1,1
1475,0,1,1
1476,2,1,1
1477,1,1,1
1478,1,1,1
1479,0,1,1
1480,2,1,1
1481,2,1,1
1482,0,0,0
1483,1,1,1
1484,1,1,1
1485,1,0,0
1486,0,1,1
1487,2,1,1
1488,2,0,0
1489,0,1,1
1490,0,1,1
1491,2,1,1
1492,1,1,1
1493,1,1,0
1494,0,1,1
1495,2,1,1
1496,2,1,1
1497,0,1,1
1498,1,1,1
1499,2,1,1
1500,1,1,1
1501,0,1,1
1502,1,1,1
1503,0,1,1
1504,2,1,1
1505,2,1,1
1506,1,1,1
1507,0,1,1
1508,1,1,1
1509,0,1,1
1510,2,0,0
1511,0,1,1
1512,2,1,1
1513,1,1,1
1514,1,1,1
1515,2,1,1
1516,0,1,1
1517,1,0,0
1518,1,1,0
1519,0,1,1
1520,0,1,1
1521,1,1,1
1522,1,1,1
1523,0,0,0
1524,2,1,1
1525,2,0,0
1526,1,1,1
1527,0,1,1
1528,2,0,1
1529,1,1,1
1530,0,1,1
1531,1,1,1
1532,2,1,0
1533,2,0,0
1534,0,1,1
1535,1,0,0
1536,2,1,1
1537,0,1,1
1538,1,1,1
1539,2,1,1
1540,2,0,0
1541,0,1,1
1542,1,1,0
1543,1,1,1
1544,0,1,1
1545,2,1,1
1546,1,1,1
1547,0,1,1
1548,2,1,1
1549,2,1,1
1550,1,1,1
1551,0,1,1
1552,0,1,1
1553,1,1,1
1554,2,0,0
1555,1,1,1
1556,0,1,1
1557,2,1,1
1558,1,1,1
1559,0,1,1
1560,2,1,1
1561,2,1,1
1562,0,1,1
1563,1,1,1
1564,1,1,1
1565,2,1,1
1566,0,1,1
1567,2,1,1
1568,1,1,1
1569,0,1,1
1570,2,1,0
1571,0,0,1
1572,2,1,0
1573,0,1,1
1574,1,1,1
1575,2,0,0
1576,2,1,1
1577,2,1,1
1578,0,1,1
1579,2,0,0
1580,2,0,0
1581,0,1,1
1582,0,1,1
1583,1,1,1
1584,2,1,1
1585,0,1,1
1586,1,1,1
1587,2,1,1
1588,2,1,1
1589,1,1,1
1590,0,1,1
1591,0,1,1
1592,1,1,1
1593,1,1,1
1594,2,0,0
1595,1,0,0
1596,0,1,1
1597,2,1,1
1598,0,1,1
1599,1,1,1
1600,2,1,1
1601,1,1,1
1602,0,1,1
1603,0,0,1
1604,1,1,1
1605,2,1,1
1606,0,1,1
1607,1,1,1
1608,2,1,1
1609,2,0,0
1610,0,1,1
1611,1,1,1
1612,1,1,0
1613,0,1,1
1614,2,0,0
1615,0,1,1
1616,1,1,1
1617,2,1,1
1618,1,1,1
1619,2,1,1
1620,0,1,1
1621,0,1,1
1622,1,1,1
1623,2,1,1
1624,2,1,0
1625,1,1,1
1626,0,1,1
1627,2,1,1
1628,0,1,1
1629,1,1,1
1630,0,1,1
1631,1,1,1
1632,1,1,1
1633,2,1,1
1634,0,1,1
1635,1,1,1
1636,0,1,1
1637,1,1,1
1638,2,1,1
1639,1,1,1
1640,2,1,0
1641,0,1,1
1642,2,1,1
1643,1,1,1
1644,0,1,1
1645,1,1,1
1646,0,1,1
1647,2,1,1
1648,2,0,0
1649,0,1,1
1650,2,0,0
1651,2,1,1
1652,1,1,1
1653,0,1,1
1654,2,1,1
1655,0,1,1
1656,1,1,1
1657,2,1,1
1658,1,1,1
1659,0,1,1
1660,2,1,1
1661,0,1,1
1662,1,1,1
1663,2,1,1
1664,0,1,1
