premise,hypothesis,label
a boat is sailing peacefully over the water,the guitar is being played by the adult male,neutral
the milk is being drunk by a true cat,the true cat is drinking some milk,entailment
a adult male is emptying a container made of plastic completely,a adult male is emptying a container made of plastic,entailment
a adult male is emptying a container made of plastic,a adult male is carelessly holding a toad,neutral
a transverse flute is being played in a lovely way by a girl,a transverse flute is being played by a girl,entailment
the grownup is playing the guitar loudly,a transverse flute is being played by a adult male,neutral
a adult male is playing the guitar loudly,a transverse flute isnt being played by a adult male,neutral
the girl who is little is carefully combing her hair into a pony tail,the girl who is little is combing her hair into a pony tail,entailment
one adult male is sitting on the chair,the girl who is little is ruffling her hair,neutral
the mike in front of the talking parrot is being muted,the parrot is talking into the mike,neutral
the kittens on the trays are being eaten as nutrient for an advertizement,the nutrient on the trays is being eaten by the kittens,neutral
the nutrient on the trays is being eaten by the kittens,a few kittens are eating,entailment
one mortal is playing the guitar and singing,a mortal is playing a guitar and singing,entailment
the horse is being ridden by a adult male,a adult male is riding the horse,entailment
a adult male is dangerously throwing knife at a tree,some dangerous men with knife are throwing a motorcycle against a tree,neutral
a lady is cutting up some meat precisely,some meat is being cut into pieces by a adult female,entailment
the adult male is denying an interview,the adult male is granting an interview,contradiction
the adult male is granting an interview,a mans white car is being driven away,neutral
a small male child is scolding a domestic dog,a small male child is playing with a domestic dog,neutral
the icon of a photographic camera set up is being taken by a adult male on the beach at the sundown,a adult male is taking pictures of a lake,neutral
a adult female is sewing with a machine,a adult female is using a machine made for sewing,entailment
someone is falling off a horse,the adult male is not knocked off of a horse,neutral
a adult female is tapping her fingers on a table,a adult female is resting her fingers on a table,neutral
a adult female is tapping her fingers,a adult female is resting her fingers on a table,neutral
the true cat is playing passionately with a watermelon vine,the true cat is playing with a watermelon vine,entailment
the true cat is playing passionately with a watermelon vine,a true cat is playing with a watermelon vine,entailment
a mortal is burning some cameras with a blow torch,the tall mortal is setting fire to the cameras,neutral
some cameras are being burned by a mortal with a blow torch,the mortal is setting fire to the cameras,entailment
a mortal by some cameras is blowing on a burning torch,the mortal is setting fire to the cameras,neutral
a mortal is cutting an onion into pieces,a mortal is slicing a carrot into pieces,neutral
the adult male is not slicing the tater,the adult male is slicing a tater,contradiction
someone is cutting a tomato,the adult female is holding a whole tomato,neutral
the lady is slicing a tomato,there is no one cutting a tomato,contradiction
the lady is slicing a tomato,someone is cutting a tomato,entailment
a adult male is preparing some dish,an onion is being sliced with a knife by the adult female,neutral
one adult male is running down the route,a adult male is running,entailment
some people are singing,a group of people is singing,entailment
the adult male is playing a guitar,a adult male is playing a trump,neutral
a few people are floating on a raft,people are riding and paddling a raft,neutral
people are riding and paddling a raft,four people are floating on a raft,neutral
there is no true cat eating maize on the cobnut,a true cat is eating some maize,neutral
the mortal is slicing a veggie,nobody is slicing a tomato,neutral
someone is strumming the guitar,someone is playing the guitar,entailment
three women are dancing,a few women are dancing,entailment
a bull domestic dog is being brushed by the monkey,the monkey is brushing a bull domestic dog,entailment
the monkey is brushing a bull domestic dog,a bull domestic dog is brushing the monkey,neutral
the lady isnt cracking an egg for the social,the lady is slicing up the meat,neutral
a few ferrets are climbing out of the coop,ferrets are climbing down from a shelf,neutral
a adult male is hurriedly getting into a car in a garage,a adult male is getting into a car,entailment
a adult male is parking a car in a garage,a adult male is getting into a car,neutral
the mortal is slicing a clove of allium sativum into pieces,the mortal is not slicing a clove of allium sativum into pieces,contradiction
noodles are being boiled in water by a adult female,a adult female is boiling noodles in water,entailment
there is no karate practician kicking at another adult male who is wearing protective boxing mitt,a karate practician is kicking at another adult male who is wearing protective boxing mitt,contradiction
the adult male is kick boxing with a trainer,there is no karate practician kicking at another adult male who is wearing protective boxing mitt,neutral
the adult male is kick boxing with a trainer,a karate practician is kicking at another adult male who is wearing protective boxing mitt,neutral
a adult female who is seated is singing a vocal and playing the guitar,a seated adult female is singing a vocal and playing the guitar,entailment
a adult female on a stone is lying on a cover and reading a book,a adult female is rocking over a cover lying on someone reading a book,neutral
the adult female is not playing an electric guitar,a adult male is playing an acoustic guitar,neutral
a adult male and adult female are talking,a adult male and a adult female are eating happily,neutral
a mortal is pouring oil for cooking into a pot,a mortal is pouring cooking oil into a pot,entailment
a guinea hog which is small is gnawing and eating a piece of carrot on the floor,a small guinea hog is gnawing and eating a piece of carrot on the floor,entailment
a small guinea hog is gnawing and eating a piece of carrot on the floor,a guinea hog is devouring a carrot,entailment
a airplane is landing,an animated plane is taking off,neutral
a adult female is taking a mixture out of a bowl,a adult female is preparing an egg in a frypan,neutral
the lady is penciling on eyeshadow,the adult female is penciling on eyeshadow,entailment
a little girl is playing a grand pianoforte on phase,a girl is practicing the pianoforte,neutral
a adult female is playing a transverse flute,the adult female is not playing the transverse flute,contradiction
the adult male is lifting barbells,the adult male is lifting weights,entailment
a adult female is putting on make-up,there is no adult female putting on make-up,contradiction
the adult female is cutting a carrot,an onion is being sliced by a adult female,neutral
two men are fighting in a cows pen,two men are outside a cows pen,neutral
a big green ball is missing a tater,a big green ball is knocking a tater,neutral
a large green ball is hitting a tater,a large green colored ball is hitting a tater,entailment
a large green ball is missing a tater,a large green ball is hitting a tater,neutral
a large green ball is hitting a tater,a big green ball is missing a tater,contradiction
a adult male is playing a guitar,a adult male is laying down a guitar,neutral
a adult female is playing an electric guitar,a adult male is laying down a guitar,neutral
the puppy is not playing with a plastic container,the puppy is playing with a plastic container,contradiction
a adult female is driving a car and is talking to the adult male who is seated beside her,there is no adult female driving a car and talking to the adult male seated beside her,contradiction
a adult male is flooring a sitting guitar participant,a adult male is sitting on the floor in a room and strumming a guitar,neutral
a adult female is using a pencil for eyes and is applying optic line drive to her lid,a adult female is applying cosmetics to her lid,entailment
there is no adult female using an optic pencil and applying optic line drive to her lid,a adult female is applying cosmetics to her lid,contradiction
a monkey is kicking at a persons glove,the monkey is practicing martial humanities,neutral
a child is throwing away an instrument,a young male child is playing a air current instrument,neutral
a adult male is trekking in the woods,the adult male is not hiking in the woods,neutral
there is no male child walking across a span,a male child is walking across a span,contradiction
a adult female is placing two eggs into a pot of water,a adult female is putting two eggs into a pot of water,entailment
a adult male is playing the guitar,nobody is playing the guitar,contradiction
a kid is running in and out of the waves of the ocean,a kid is running in and out of the ocean waves,entailment
a adult female is putting away carrots,a adult female is coating a porc chop,neutral
a adult female is grating carrots,a cook is coating a porc chop,neutral
the adult female is chopping some breadstuff and fried porc,a adult female is cooking a breaded porc chop,neutral
there is no adult male standing on a roof top and playing a fiddle,a adult male is standing on a roof top and playing a fiddle,contradiction
a adult female is cleaning a runt,the adult female is cleaning a runt,entailment
a adult female is riding a water sea scooter,a adult female is riding a sea scooter for water,entailment
a panda bear bear is eating some bamboo,some bamboo is being eaten by a panda bear bear,entailment
someone is beating an egg,the adult female isnt stirring eggs in a bowl,neutral
a adult female is deboning a fish,a big fish is catching a adult male,neutral
a tray is being buttered by a mortal,a mortal is buttering a tray,entailment
the adult male is chopping a tree bole with an ax,a adult male is chopping a log with an ax,neutral
the true cat is looking out the window at the table on the perch,the true cat perched on the table is looking out the window,neutral
a domestic dog is licking a infant,the domestic dog is licking the infant,entailment
a adult female is putting away the allium sativum,a adult female is chopping up allium sativum,neutral
the adult male is not dancing,a adult female is dancing,neutral
someone is cooking okra in a cooking pan,okra is being cooked in a cooking pan,entailment
a adult male is playing the tympan,a adult male is practicing the tympan,entailment
one adult male is doing floor exercises,a adult male is doing exercises,entailment
a adult female is putting meat in a cooking pan,there is no adult female putting meat in a cooking pan,contradiction
someone is dropping the meat into a cooking pan,the meat is being dropped into a cooking pan,entailment
a male child is filling a hurler with water,a hurler is being filled with water by a male child,entailment
a adult female is collecting the water from a rap in a mug,a male child is filling a hurler with water,neutral
it is raining on a walking adult male,a adult male is walking in the rainfall,entailment
racers are running down a path,there are no racers running down a path,contradiction
a plaything railroad train is striking a plaything car,a plaything railroad train is missing a plaything car,contradiction
the mortal is slicing onions,onions are being sliced by the mortal,entailment
swimmers are racing in a lake,some racers are swimming in a lake,entailment
a talented adult male is playing the guitar,a adult female is playing a guitar,neutral
a mortal is scrubbing a courgette,the mortal is scrubbing a courgette,entailment
a adult female is slicing a black pepper which is green,a adult female is slicing a green black pepper,entailment
a adult male is stopping in the eye of a route,a adult male is walking down a route,neutral
a adult male from the wilderness is on a walking way,a adult male is walking down a route,neutral
the adult male is walking along a way through the wilderness,a adult male is lazily walking down a route,neutral
a adult male is dancing on the ceiling of a room,the adult male is dancing upsidedown on the ceiling,entailment
there is no adult male exercising,a adult male is exercising,contradiction
the adult male is singing and playing the guitar,the guitar is being played by a adult male,entailment
a adult male is packing the guitar,the adult male is singing and playing the guitar,neutral
boys are not dancing in front of some people,boys are dancing in front of some people,contradiction
a male child is looking at a calendar,there is no male child checking a calendar,contradiction
a adult female is peeling a tater,a adult female is refrigerating a tater,neutral
there is no adult male singing and playing a guitar,a male child is playing a pianoforte,neutral
a adult male is recklessly climbing a rope,a adult male is climbing a rope,entailment
a adult male is climbing a rope,the adult male is climbing up a rope,entailment
a adult male is climbing a rope,a adult male is climbing up a rope,entailment
the lady is picking up the kangaroo,the adult female is picking up the kangaroo,entailment
a adult male is breaking tiles with his hands,there is no adult male breaking wooden boards with his hand,neutral
a domestic dog is running breathlessly on the route,a domestic dog is running on the route,entailment
a adult male is running on the route,a domestic dog is running breathlessly on the route,neutral
the adult male is hurling knife at a tree,the adult male is throwing knife at a tree,entailment
the adult male is removing knife from a tree,the adult male is throwing knife at a tree,neutral
one adult male is riding a horse,a adult male is riding a horse,entailment
there is no adult male drawing a icon,a adult male is drawing a icon,contradiction
there is no adult male eating nutrient,a adult male is eating a pizza pie,contradiction
a domestic dog is bouncing on a trampoline,a domestic dog is jumping on a trampoline,entailment
several boys are jumping on a trampoline,a adult male is doing back flips on a trampoline,neutral
a adult male is playing a wooden transverse flute,there is no adult male playing a wooden transverse flute,contradiction
there is no adult male playing the pianoforte,a adult male is playing the pianoforte,contradiction
the adult male is erasing the drawing on the board,the adult female is erasing the drawing on the board,neutral
there is no domestic dog playing with a plaything,a domestic dog is eating a dolly,contradiction
a domestic dog is eating a dolly,a domestic dog is playing with a plaything,neutral
a adult male is dancing,a adult male is praying fervently,neutral
the adult female is slicing cooked octopus,a adult female is chopping up an octopus,entailment
a adult male is drawing,there is no adult male drawing,contradiction
the adult male is drawing,there is no adult male drawing,contradiction
a adult male is eating a banana tree,a adult male is eating a fruit,entailment
a adult male is cutting a note,a adult male is cutting a paper,entailment
a adult male is playing a guitar,there is no one playing a pianoforte,neutral
two men in a race are flipping the tires of a tractor,two men are competing in a tyre rolling race,neutral
the men are talking,some old women are talking,neutral
a adult male is punching a association football ball,a adult male is mixing the content of a bowl,neutral
the doctors are healing a adult male,the doc is helping the patient,entailment
there is no adult male playing a guitar,a adult male is playing a guitar,contradiction
there is no adult male driving a car,a adult male is driving a car,contradiction
a keyboard is being played by a adult male,a adult male is playing a harp,neutral
a adult male is cutting a thick rope with a sword,there is no adult male cutting a rope with a sword,contradiction
a adult female is slicing a tater,a adult female is cutting a tater,entailment
a group of men is playing association football on the beach,a group of boys is playing association football on the beach,neutral
a adult male is fitting a silencer to a handgun,a adult male is applying a silencer to a gun,entailment
the girl is sitting on the sofa and is crocheting,there is no girl playing the fiddle on a beach,neutral
a adult male is cooking a serpent,there is no adult male cooking a serpent,contradiction
there is no male child playing guitar,a male child is playing guitar,contradiction
there is no monkey teasing a domestic dog at the zoo,a monkey is teasing a domestic dog at the zoo,contradiction
a monkey is pulling a dogs tail,a monkey is teasing a domestic dog at the zoo,neutral
there is no mortal cutting some ginger,a mortal is cutting some ginger,contradiction
a mortal is cutting some ginger,a mortal is slicing an onion,neutral
a adult male is slicing a tater into pieces,a adult male is not cutting a tater,contradiction
a adult male is opening a box with a knife,there is no adult male opening a box with a knife,contradiction
some instruments are being played by a band,a band is playing some instruments,entailment
a band is not playing some instruments,a band is playing some instruments,contradiction
a mortal is dancing,a adult female is exercising,neutral
a adult male is doing pullups,the adult male is doing exercises in a gymnasium,neutral
a adult male is singing and playing a guitar,a adult male is singing and playing a musical instrument,entailment
recruits are talking to an military officer,an military officer is talking to the recruits,neutral
allium sativum is being chopped by a adult female,a adult female is chopping allium sativum,entailment
a adult female is slicing a fish,there is no adult female slicing a fish,contradiction
a adult female is riding a horse,a horse is being ridden by a adult female,entailment
a big true cat is opening a plastic drawer with its paws and is jumping inside,a true cat is opening a drawer and jumping inside,entailment
the adult male is talking on the phone,the adult male is speaking on the phone,entailment
a adult male is cutting onions,a adult female is cutting an onion,neutral
a adult male is opening a door,there is no adult male opening a door,contradiction
a door is being opened by a adult male,a adult male is cutting an onion,neutral
a adult female is playing the fiddle,there is no adult male playing the pianoforte,neutral
a chef is preparing some nutrient,a chef is preparing a repast,entailment
two sumo ringers are fighting,two sumo wrestlers are fighting,entailment
two sumo ringers are fighting,a adult male is riding a water plaything in the water,neutral
a adult male is buttering a piece of breadstuff,a adult female is buttering a piece of breadstuff,neutral
the adult female is putting pasta into a dish,pasta is being put into a dish by a adult female,entailment
a adult female is pulling some sticky gook out of a bowl,the adult female is not putting pasta into a dish,neutral
there is no girl playing a transverse flute,a girl is playing a transverse flute,contradiction
a large transverse flute is being played by a adult male,a adult male is playing a transverse flute,entailment
a adult male is playing a large transverse flute,there is no adult male playing a transverse flute,contradiction
an octopus is being sliced by a adult female,a adult female is slicing an octopus,entailment
a adult male is playing a transverse flute,a adult male is not playing a transverse flute,contradiction
a adult female is playing the transverse flute,a adult male is playing a transverse flute,neutral
a adult female is cutting a lemon,a adult female is cutting fruit,entailment
a group of people are dancing in a show,a group of people are marching,neutral
a cupcake is being eaten by a girl,a girl is eating a cupcake,entailment
a mortal is eating in a eatery,a mortal is making a bed,neutral
the cook is sprinkling cheese on the pizza pie,the adult male is sprinkling cheese on the pizza pie,neutral
a adult male is reloading a scattergun,a adult male is firing a scattergun,neutral
a tiger rookie is playing with a ball,a infant is playing with a dolly,neutral
a infant is playing with a plaything,a infant tiger is playing with a ball,neutral
a mortal is peeling a tater,a tater is being peeled by a mortal,entailment
a adult male is rowing a canoe,a adult male is rowing a boat,entailment
a adult male and a adult female are driving down the street in a landrover,a adult male and a adult female are driving down the route in an openair vehicle,neutral
a adult female is pouring ingredients into a bowl,the chef is seasoning the oil,neutral
a horse is being ridden by a mortal,a mortal is riding a horse,entailment
a horse is being ridden by a mortal,a adult female is slicing potatoes,neutral
the adult male is not doing exercises,the adult male is doing exercises,contradiction
the adult male is not doing exercises,two men are fighting,neutral
vegetables are being put into a pot by a adult male,someone is pouring ingredients into a pot,entailment
a domestic dog is leaving a ball in the soil,a domestic dog is chasing a ball through soil,neutral
there is no brown domestic dog standing in the water,a domestic dog with golden pelt is in the water,neutral
a young girl in a blue shirt is walking on the pavement and holding up a pink mark,a young girl by a pink mark is holding up a blue shirt and is walking on the pavement,neutral
the small kid is walking through the water and is being guided by another mortal,a young kid is splashing in the water,neutral
a adult male and a adult female are in a room painted beige wearing dark colored shirts and a proctor is in the background,a adult male and a adult female are in a beige room wearing dark colored shirts and a proctor is in the background,entailment
a mortal wearing jeans is sitting happily on the top of a horse saddle,a adult female in jeans is sitting on the saddle of a horse,neutral
a brown and white domestic dog is holding a baseball game in its mouth,a black and white domestic dog is dropping a baseball game from its mouth,neutral
a young male child wearing a red swimwear is jumping into a blue kiddies pool,a male child wearing red shorts is jumping into a paddling pool,neutral
two people are standing in the ocean and watching the sundown,nobody is standing in the ocean and watching the sundown,contradiction
a race car driver is standing up and pointing his hand at the sky,a race car driver is sitting down and is motionless,neutral
a race car driver is standing up and is fiercely pointing his hand at the sky,the mortal in the blue jacket is wearing a colorful helmet,neutral
a cyclist is holding a motorcycle over his head in a group of people,a bicyclist is being held over the heads of a group of people with the motorcycle,neutral
a adult male is sitting on a boat in face of the sundown near a flag,a adult male is standing on a boat in front of the sundown near a flag,neutral
a adult male is standing on a boat in front of the sundown near a flag,a adult male is on a boat in front of the sundown,entailment
people at a retarding force race are running away from the fire that are coming out of the cars,the crowd is watching two racing cars that are leaving the starting line,neutral
two dogs are playing together on the grass,two dogs are resting together in the grass,neutral
a domestic dog which is black is running in the grass,a black domestic dog is running in the grass,entailment
a black domestic dog is running in the grass and its lingua is hanging out,a black domestic dog is running in the grass,entailment
a yellow domestic dog is running on white snowfall on a very sunny solar day,a yellow domestic dog is running on white snowfall on a sunny solar day,entailment
a girl is wearing jeans and a pink shirt and is running,a little male child in a pink shirt is running under a tree in the desert,neutral
a white domestic dog is wearing a christmas caribou headband and is playing with a brown domestic dog in the grass,the white caribou wearing domestic dog ears is near a brown caribou,neutral
the adult female in a red costume is leaning against a brick wall and playing an instrument,the adult female in a red costume is not leaning against a brick wall and is not playing an instrument,contradiction
a falls is flowing into a shallow pool,the people are walking on the route beside a beautiful falls,neutral
a domestic dog is scattering a plurality of white sheep on a dusty farm,a domestic dog is herding a plurality of white sheep on a dusty farm,neutral
a little male child is wearing a yellow army tank top and is laughing,a laughing male child is in a yellow army tank and is wearing a top,neutral
the mortal is not standing on white water ice,a mortal is standing in a vast field of glacial water ice,neutral
the water ice field hockey goaltender is wearing a yellow jersey and is defending the end,there is no field hockey participant in a yellow jersey guarding the end,contradiction
a adult female is wearing a blue helmet and is riding a bike in a parking lot,a adult female is parking a blue bike and is wearing gobs of riding helmets,neutral
a young girl is standing on one leg,a young female is dancing,neutral
a young girl is standing on one leg,a young girl is dancing,neutral
a bee is clinging to a yellow flower,there is no small bee landing on a cluster of yellow flowers,neutral
there is no white domestic dog with beige floater running through a field,a tan domestic dog is running through the brushwood,neutral
a hurdle is being leapt by a horse that has a rider on its back,a horse and its rider are leaping over a barrier,entailment
two teenage girls are wearing fancy dresses at an event,two girls in their teens are wearing fancy dresses at an event,entailment
a schoolroom full of students is looking attentively in the same way inside a bamboo construction,a group of students in uniforms is listening attentively at the front of the class,neutral
a kid who is small is outdoors climbing stairs outdoors in an country full of grass,a small kid is outdoors climbing stairs in a grassy country,entailment
a little kid in a pink jumper is climbing a concrete stairway,a small kid is outdoors climbing stairs in a grassy country,neutral
a child in orange is playing outside with a abronia elliptica,a snowfall ball is being made by a kid,neutral
the people are not sitting on a bench in front of a eatery,three people are sitting on a bench under some thenar trees,neutral
a large brown domestic dog and a small grey domestic dog are standing on a rocky surface,a big brown domestic dog and a small grey domestic dog are standing on a rocky surface,entailment
three boys are resting on rocks along a river,three boys are walking on rocks along a river,neutral
there is no adult male dressed in black wearing an elaborate black mask,a adult male dressed in black is wearing an elaborate black mask,contradiction
two child who are small are playing with a plaything car in the street,a father is pushing his girl on a gokart and another girl is watching,neutral
a golden domestic dog is running through a field of tall grass,there is no brown domestic dog running through tall green grass,neutral
the adult female wearing the blue and white uniform with a white and blue hat is keeping her mouth open and is near others who are dressed in the same fashion,a adult female is wearing a blue shirt with a white waistcoat and a white cap and is talking and marching,neutral
the snowboarder is doing a somerset over a hill of snowfall,somebody is jumping in the air on a board,entailment
a blonde male child in green is sitting on a swing,there is no little girl with blond hair smiling and sitting on a swing,neutral
a white adult male is staging a hat and a playing guitar,a adult male in a white hat is playing guitar on phase,neutral
there is no adult male in a red uniform making a leap in a soil motorcycle race,a adult male in a red uniform is making a leap in a soil motorcycle race,contradiction
rugger players are not tackling each other,a association football participant is being tackled by his opposite,neutral
a white domestic dog is standing on fallen leaf,a white domestic dog is lying on fallen leaf,neutral
a kid in clothing which is visible light colored is standing with his arms extended outward,a kid in visible light colored clothing is standing with his arms extended outward,entailment
the male child and girl are not playing on a resort area,the male child and girl are playing on the outdoor gymnasium,neutral
the motocross rider is standing naked,a biker with a blue jacket black drawers and a white helmet is driving on soil and people are watching,neutral
the rider on the blue and black motocross motorcycle is not wearing the drawers,a biker with a blue jacket black drawers and a white helmet is driving on soil and people are watching,neutral
a fast one is being performed by a rollerblader on a incline,a rollerblader is performing a fast one on a incline,entailment
a group of football game players is standing still in the field,the crowd is watching a football game game,neutral
the group of people is standing together and looking at the photographic camera,a group of people is standing together and looking at the photographic camera,entailment
a brown domestic dog is running across the pace with a plaything in its mouth,there is no brown domestic dog running across the pace with a plaything in its mouth,contradiction
there is no young male child jumping in the air with his knees bent and arms spread,a mortal with a green shirt is jumping high over the grass,neutral
a cigaret is being smoked by the adult male in the straw hat,a adult male is wearing a straw hat and smoking a cigaret,entailment
a adult male is wearing a blue shirt which has long arm and jeans and is riding a monocycle down a street,a adult male is wearing a blue checkered shirt and riding a monocycle in the street,neutral
small child are climbing a statue in a parkland,two child are playing on a statue,neutral
a tower is being looked at by a blonde lady,a adult female is looking at the view of a metropolis,neutral
a adult male is standing on the top of the rocks with clouds behind them,somebody is standing on a mount top,neutral
a kid is smiling at the photographic camera and swimming submerged,a kid is swimming submerged in a pool,neutral
an american football player is wearing the red and white strip,a football game participant is wearing black armbands,neutral
the little girl is swinging and the adult female is standing behind her,the girl who is little is swinging and the adult female is standing behind,entailment
a small kid is showing exhilaration on a swing set at the parkland,the girl who is little is swinging and the adult female is standing behind,neutral
a surfboarder is riding the moving ridge,a adult male is falling off a surfboard in the water,neutral
the group of people is sitting in a dim room,the group of people is sitting in a room which is dim,entailment
a adult male and two women in a dark room are sitting at a table with candles,the group of people is sitting in a dim room,entailment
a adult male and two women in a darkened room are sitting at a table with candles,the group of dim people is sitting in a room,neutral
a adult male in a white shirt and shades and a adult male in a black shirt and shades are sitting at a table with four bottles of beer,a adult male in a white shirt and shades and a adult male in a black shirt and shades are sitting at a table with four beer bottles,entailment
the adult female is not wearing a red jacket and is not holding a glass in front of the adult male in a white tshirt,a mortal is wearing a red jacket and holding a beer,neutral
